eid,title,bucket,new_decision,reason_category
2-s2.0-85103014481,Field study of energy savings potential of dynamic façade systems using fabric attachment of different degrees of openness,insufficient_info,exclude,insufficient_info
2-s2.0-85107476575,Dynamic thermal performance metrics for adaptive building constructions,static_other,exclude,facade_no_movement
2-s2.0-85097978241,Subjective and measured evidence for residential lighting metrics in the tropics,static_other,exclude,facade_no_movement
2-s2.0-85079212903,Design and control of adaptive tensegrity sunscreens,control_of_static,exclude,facade_no_movement
2-s2.0-85067035642,Enhancing validity of green building information modeling with artificial-neural-network-supervised learning —taking construction of adaptive building envelope based on daylight simulation as an example,static_other,exclude,facade_no_movement
2-s2.0-85067450784,Dynamic behavior and gust simulation in an unsteady flow wind tunnel,control_of_static,exclude,facade_no_movement
2-s2.0-85103040589,Transient heat transfer calculation method for multi-dimensional building envelope thermal bridges with variable insulation thicknesses,insufficient_info,exclude,insufficient_info
2-s2.0-85107447089,Seasonal optimization of a dynamic thermo-optical ETFE façade system,insufficient_info,exclude,insufficient_info
2-s2.0-85055440520,Experimental and numerical studies on the static and the dynamic behaviors of embedded cable support (ECS) glass facade system,static_other,exclude,facade_no_movement
2-s2.0-85129362464,Building envelope adapting from and to the wind flow,static_other,exclude,facade_no_movement
2-s2.0-85070740419,Dynamic envelope and its characteristics under scheduled control law,static_other,exclude,facade_no_movement
2-s2.0-85089026111,Responsive complex surfaces manufacturing using origami,movable_possible->include,include,
2-s2.0-85107338842,Evaluation of post processing analysis to determine optimal thermo-optical properties for adaptive glazing systems with quick adaptation speed,static_other,exclude,facade_no_movement
2-s2.0-85051643393,Objective and subjective assessment of envelope enhancement algorithms for assistive hearing devices,static_other,exclude,facade_no_movement
2-s2.0-85084098231,Comparison and implementation of thermally massive wall and roof models for use in simplified building energy models,static_other,exclude,facade_no_movement
2-s2.0-85053380187,Scheduling algorithm for the LTE downlink with F-OFDM using adaptive multifractal envelope process and minimum service curve,static_other,exclude,facade_no_movement
2-s2.0-85061820846,Adaptive solar shading of buildings,static_other,exclude,facade_no_movement
2-s2.0-85045104638,"Multifunctional components from carbon concrete composite C3 – integrated, textile-based sensor solutions for in situ structural monitoring of adaptive building envelopes",static_other,exclude,facade_no_movement
2-s2.0-85054433136,Scenario-based design: New applications in metamorphic architecture,not_facade_other,exclude,not_facade
2-s2.0-85053850250,Current trends and future challenges in the performance assessment of adaptive façade systems,static_other,exclude,facade_no_movement
2-s2.0-85045693815,Use of neural network supervised learning to enhance the light environment adaptation ability and validity of Green BIM,static_other,exclude,facade_no_movement
2-s2.0-85056663195,"Vertical greenery systems for the energy retrofitting of buildings in Mediterranean climate: A case study in Catania, Italy",static_other,exclude,facade_no_movement
2-s2.0-85052106938,A reflective adaptive solar façade for multi-building energy and comfort management,not_facade_other,exclude,not_facade
2-s2.0-85049615913,Passive cooling & climate responsive façade design exploring the limits of passive cooling strategies to improve the performance of commercial buildings in warm climates,static_other,exclude,facade_no_movement
2-s2.0-85047078564,Climate responsive cooling control using artificial neural networks,control_of_static,exclude,facade_no_movement
2-s2.0-85047722244,Integrating illuminance and energy evaluations of cellular automata controlled dynamic shading system using new hourly-based metrics,static_other,exclude,facade_no_movement
2-s2.0-85047991592,Comparison of static and dynamic shading systems for office building energy consumption and cooling load assessment,static_other,exclude,facade_no_movement
2-s2.0-85041240840,An Enhanced Adaptive P&O MPPT for Fast and Efficient Tracking Under Varying Environmental Conditions,static_other,exclude,facade_no_movement
2-s2.0-85051186113,Evaluating visual comfort metrics of responsive facade systems as educational activities,insufficient_info,exclude,insufficient_info
2-s2.0-85053584841,Biomechanics and functional morphology of plants-inspiration for biomimetic materials and structures,static_other,exclude,facade_no_movement
2-s2.0-85047517360,"Prototyping a façade-mounted, dynamic, dual-axis daylight redirection system",movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85034626698,Exploring design principles of biological and living building envelopes: what can we learn from plant cell walls?,static_other,exclude,facade_no_movement
2-s2.0-85041433117,“Adaptive radiation” optimization for climate adaptive building facade design strategy,static_other,exclude,facade_no_movement
2-s2.0-85044427208,Dynamic facade module prototype development for solar radiation prevention in high rise building,static_other,exclude,facade_no_movement
2-s2.0-85033789403,Simulation of a biomimetic façade using TRNSYS,static_other,exclude,facade_no_movement
2-s2.0-85037045743,Natural ventilation strategies for indoor thermal comfort in Mediterranean apartments,static_other,exclude,facade_no_movement
2-s2.0-85041002961,Adaptive Façade: Variant-Finding using Shape Grammar,static_other,exclude,facade_no_movement
2-s2.0-85041080940,Dynamic wind action on façade scaffoldings,static_other,exclude,facade_no_movement
2-s2.0-85056079306,Adaptive façades: An evaluation of cellular automata controlled dynamic shading system using new hourly-based metrics,static_other,exclude,facade_no_movement
2-s2.0-85056346941,A redesign procedure to manufacture adaptive façades with standard products,static_other,exclude,facade_no_movement
2-s2.0-85056090386,Design optimum responsive façade based on visual comfort and energy performance,insufficient_info,exclude,insufficient_info
2-s2.0-85085932186,Climate-adaptive facade design with smart materials: Evaluation and strategies of thermo-responsive smart material applications for building skins in Seoul,insufficient_info,exclude,insufficient_info
2-s2.0-85056342669,Post-occupancy evaluation for adaptive façades,static_other,exclude,facade_no_movement
2-s2.0-85081578185,Development of an adaptive passive façade: A replicable approach for managing multiple design solutions,insufficient_info,exclude,insufficient_info
2-s2.0-85056361471,What is an adaptive façade? Analysis of recent terms and definitions from an international perspective,static_other,exclude,facade_no_movement
2-s2.0-85071365967,Snapping Facades: Exploring Elastic Instability for the Building Envelope,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85056656080,Multivalent analysis of double-­skin envelope dynamic hygrothermal louver system,dsf_static,exclude,facade_no_movement
2-s2.0-85056332504,Smart and multifunctional materials and their possible application in façade systems,static_other,exclude,facade_no_movement
2-s2.0-85056574509,The SELFIE façade system. From smart buildings to smart grid,static_other,exclude,facade_no_movement
2-s2.0-85061125576,Development of a curtain wall prototype with dynamic behaviour (SmartSkin),static_other,exclude,facade_no_movement
2-s2.0-85088354718,Adaptive façade screens: The design of bimetallic façade screens for passive climate control,insufficient_info,exclude,insufficient_info
2-s2.0-85047448725,Dynamical analysis of steel point connectors used for fixation of glass façades,static_other,exclude,facade_no_movement
2-s2.0-85056076637,Modulating natural ventilation to enhance resilience through modifying nozzle profiles: Exploring rapid prototyping through 3D-printing,movable_possible->include,include,
2-s2.0-85049954445,Shading and electric performance of a prototype greenhouse blind system based on semi-transparent photovoltaic technology,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85040784002,Stretch controlled shading capabilities of special elastomeric silicone films,insufficient_info,exclude,insufficient_info
2-s2.0-85056357118,Opportunities and challenges for performance prediction of dynamic complex fenestration systems (CFS),static_other,exclude,facade_no_movement
2-s2.0-85055828942,Productivity of microalgae as biofuel for bioadaptive systems of facades,static_other,exclude,facade_no_movement
2-s2.0-85056350435,Thermal assessment of glass façade panels under radiant heating: Experimental and preliminary numerical studies,static_other,exclude,facade_no_movement
2-s2.0-85032392500,An autonomous shading system based on coupled wood bilayer elements,movable_possible->include,include,
2-s2.0-85063397155,The influence of building envelope design on the thermal comfort of high-rise residential buildings in Hong Kong,insufficient_info,exclude,insufficient_info
2-s2.0-85030667780,Indoor daylight distribution in a room with integrated dynamic solar concentrating facade,static_other,exclude,facade_no_movement
2-s2.0-85058219946,"Balancing urban density, energy performance and environmental quality in the Mediterranean: A typological evaluation based on photovoltaic potential",static_other,exclude,facade_no_movement
2-s2.0-85064618582,A specific out-of-plane model for the dynamic analysis of masonry façades and estimation of cumulative seismic damage,static_other,exclude,facade_no_movement
2-s2.0-85051483920,The seismic stability of facade system with facing by composite panels,vent_breathing,exclude,facade_no_movement
2-s2.0-85064169626,Towards holistic building optimization using a computing environment that enables interoperability between numerical tools,not_facade_other,exclude,not_facade
2-s2.0-85127834047,Kinetic Architecture Reinterpreting Persian Mathematics and Astronomy,not_facade_other,exclude,not_facade
2-s2.0-85049957264,Optimization of dynamic envelope measurement system for high speed train based on monocular vision,static_other,exclude,facade_no_movement
2-s2.0-85049949177,Research on an optoelectronic measurement system of dynamic envelope measurement for China Railway high-speed train,static_other,exclude,facade_no_movement
2-s2.0-85105618539,About the ‘cape’. Considerations on geometries of the maurizio sacripanti’s osaka pavilion roof,not_facade_other,exclude,not_facade
2-s2.0-85039788581,Atomic Force Microscopy Reveals the Dynamic Morphology of Fenestrations in Live Liver Sinusoidal Endothelial Cells,static_other,exclude,facade_no_movement
2-s2.0-85023636842,A numerical study on the cumulative out-of-plane damage to church masonry façades due to a sequence of strong ground motions,static_other,exclude,facade_no_movement
2-s2.0-85033597030,Daylight and thermal harvesting performance evaluation of a liquid filled prismatic façade using the Radiance five-phase method and EnergyPlus,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85034241425,Retrofits for energy efficient office buildings: Integration of optimized photovoltaics in the form of responsive shading devices,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85050452741,Poster: An energy-harvesting facade optimization system for built environments,static_other,exclude,facade_no_movement
2-s2.0-85033719769,Reasons for Implementing Movement in Kinetic Architecture,not_facade_other,exclude,not_facade
2-s2.0-85045188353,Learning by designing: Investigating new didactic methods to learn architectural design,not_facade_other,exclude,not_facade
2-s2.0-105007936422,Encoding gesture-oriented human behaviour for the development and control of an adaptive building skin,control_of_static,exclude,facade_no_movement
2-s2.0-85044304598,Dynamic envelope determination based on differential manifold theory,static_other,exclude,facade_no_movement
2-s2.0-85021871705,The impacts of dynamic façade shading typologies on building energy performance and occupant’s multi-comfort,static_other,exclude,facade_no_movement
2-s2.0-85049567313,Daylighting simulation and analysis of buildings with dynamic photovoltaic window shading elements,static_other,exclude,facade_no_movement
2-s2.0-85030633674,3D architecture facade optimization based on genetic algorithm and neural network,static_other,exclude,facade_no_movement
2-s2.0-85014643345,Fast simulation of dynamic heat transfer through building envelope via model order reduction,static_other,exclude,facade_no_movement
2-s2.0-85020262455,Form follows environment: Biomimetic approaches to building envelope design for environmental adaptation,static_other,exclude,facade_no_movement
2-s2.0-85017288064,"Adaptive heating, ventilation and solar shading for dwellings",static_other,exclude,facade_no_movement
2-s2.0-85009513850,The impact of refurbished windows on Portuguese old school buildings,static_other,exclude,facade_no_movement
2-s2.0-84978473795,A proposal for a convertible stadium roof structure derived from Watt-I linkage,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85018592600,Interactive architecture: Exploring and unwrapping the potentials of organic user interfaces,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84976864030,"Understanding kinetic architecture: typology, classification, and design strategy",not_facade_other,exclude,not_facade
2-s2.0-85000843749,"The effect of dynamic solar shading on energy, daylighting and thermal comfort in a nearly zero-energy loft room in Rome and Copenhagen",static_other,exclude,facade_no_movement
2-s2.0-84958538161,Development and verification of the Fraunhofer attic thermal model,static_other,exclude,facade_no_movement
2-s2.0-85029904068,Sensitivity of Building Properties and Use Types for the Application of Adaptive Photovoltaic Shading Systems,control_of_static,exclude,facade_no_movement
2-s2.0-85045560985,Adaptive tensegrity structures for dynamic facades of energy efficient buildings,insufficient_info,exclude,insufficient_info
2-s2.0-85042330837,Innovative structures for Dynamic Solar Façades,static_other,exclude,facade_no_movement
2-s2.0-85020266180,Optimising building net energy demand with dynamic BIPV shading,control_of_static,exclude,facade_no_movement
2-s2.0-85086311531,"Taxonomy of sustainable, responsive and adaptive Façades",insufficient_info,exclude,insufficient_info
2-s2.0-85085919393,Multi-zone adaptive building envelope: A pilot study,insufficient_info,exclude,insufficient_info
2-s2.0-85020515078,"Adaptive Facades, Developed with Innovative Nanomaterials, for a Sustainable Architecture in the Mediterranean Area",static_other,exclude,facade_no_movement
2-s2.0-85029898447,"Adaptive Box Window, developed with innovative nanomaterial, for a sustainable architecture in the Mediterranean area",static_other,exclude,facade_no_movement
2-s2.0-85046699823,"Biomimetic inspired, natural ventilated facade A conceptual study",vent_breathing,exclude,facade_no_movement
2-s2.0-85085924374,The improvement potential on building performance using seasonal adaptable facades - The context of residential buildings with high thermal load in humid subtropical climates,insufficient_info,exclude,insufficient_info
2-s2.0-85085927179,Natural versus artificial lighting use in an office building under clear sunny skies,not_facade_other,exclude,not_facade
2-s2.0-85072232827,"Passive design with affordances: Natural ventilation and adaptive shading for Comfort, Churachandpur",insufficient_info,exclude,insufficient_info
2-s2.0-85085924063,Optimizing the performance of variable geometry shading screens for occupant's comfort,insufficient_info,exclude,insufficient_info
2-s2.0-85127871191,Sun Shades About Designing Adaptable Solar Facades,static_other,exclude,facade_no_movement
2-s2.0-85017299328,Designing an integrated daylighting system for deep-plan spaces in Malaysian low-rise buildings,static_other,exclude,facade_no_movement
2-s2.0-85107349753,Sensitivity analysis of visual and thermal parameters for energy savings: combining illuminance and temperature set-points for possible trade-offs,static_other,exclude,facade_no_movement
2-s2.0-85086303872,Climate-responsive Façade design for office buildings in London,insufficient_info,exclude,insufficient_info
2-s2.0-85029762543,Technical planning tasks and participants involved in planning adaptive buildings,not_facade_other,exclude,not_facade
2-s2.0-85033366955,Experimental and Numerical Analysis of Modelling of Solar Shading,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85015913446,Solar shading performance of window with constant and dynamic shading function in different climate zones,static_other,exclude,facade_no_movement
2-s2.0-85016626917,Design and control optimisation of adaptive insulation systems for office buildings. Part 1: Adaptive technologies and simulation framework,static_other,exclude,facade_no_movement
2-s2.0-85000819173,A hierarchical methodology for urban facade parsing from TLS point clouds,static_other,exclude,facade_no_movement
2-s2.0-85007137545,Coupling energy systems with lightweight structures for a net plus energy building,static_other,exclude,facade_no_movement
2-s2.0-85016504898,Experimental evaluation of the airflow behaviour in horizontal and vertical Open Joint Ventilated Facades using Stereo-PIV,vent_breathing,exclude,facade_no_movement
2-s2.0-105026079548,Yokohama Ferry Terminal: Foa,static_other,exclude,facade_no_movement
2-s2.0-85127848453,ROAMNITURE Multi-Stable Soft Robotic Structures,not_facade_other,exclude,not_facade
2-s2.0-85063105240,Kinetic principles of dynamic architecture and housing,not_facade_other,exclude,not_facade
2-s2.0-85021767299,Prototyping responsive carrier-component envelopes,static_other,exclude,facade_no_movement
2-s2.0-85085929351,Incorporating biomimicry principles into building envelopes: An overview on developed examples,insufficient_info,exclude,insufficient_info
2-s2.0-85070240714,"Kinetic behavior, the dynamic potential through architecture and design",not_facade_other,exclude,not_facade
2-s2.0-84977571278,Integration of variable-rate OWC with OFDM-PON for hybrid optical access based on adaptive envelope modulation,static_other,exclude,facade_no_movement
2-s2.0-84993967103,Compensation of voltage sag caused by partial shading in grid-connected PV system through the three-level SVM inverter,static_other,exclude,facade_no_movement
2-s2.0-84994043992,Optimal control of indoor-air cooling in buildings using a reduced order model,control_of_static,exclude,facade_no_movement
2-s2.0-85006707436,Sustainable building design based on building information modeling (BIM),movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85020515917,Modeling and experimental validation of a low-cost radiation sensor based on the photovoltaic effect for building applications,static_other,exclude,facade_no_movement
2-s2.0-85010800525,"Energy Performance Assessment of the Heating System Refurbishment on a School Building in Modena, Italy",control_of_static,exclude,facade_no_movement
2-s2.0-84973450862,Integrated analysis of kinematic form active structures for architectural applications: Experimental verification,static_other,exclude,facade_no_movement
2-s2.0-84969584417,Model-based shading and lighting controls considering visual comfort and energy use,static_other,exclude,facade_no_movement
2-s2.0-84988378431,"Adaptive control for lighting, shading and HVAC systems in near zero energy buildings",static_other,exclude,facade_no_movement
2-s2.0-84974571292,"MATRIX, a multi activity test-room for evaluating the energy performances of 'building/HVAC' systems in Mediterranean climate: Experimental set-up and CFD/BPS numerical modeling",static_other,exclude,facade_no_movement
2-s2.0-84984537140,Biomimicry as an approach for sustainable architecture case of arid regions with hot and dry climate,not_facade_other,exclude,not_facade
2-s2.0-84936971957,GlareShade: a visual comfort-based approach to occupant-centric shading systems,static_other,exclude,facade_no_movement
2-s2.0-84975299252,Adaptive Envelope Shaping for Low and Medium Power Amplifiers with Dynamic Supply,static_other,exclude,facade_no_movement
2-s2.0-85006210711,The Adaptive Solar Facade: From concept to prototypes,control_of_static,exclude,facade_no_movement
2-s2.0-84955320928,A structured approach to overall environmental satisfaction in high-rise residential buildings,static_other,exclude,facade_no_movement
2-s2.0-84954063411,A Fuzzy-Based Building Automation Control System: Optimizing the Level of Energy Performance and Comfort in an Office Space by Taking Advantage of Building Automation Systems and Solar Energy,static_other,exclude,facade_no_movement
2-s2.0-85007134380,Parametric analysis and systems design of dynamic photovoltaic shading modules,static_other,exclude,facade_no_movement
2-s2.0-84951733541,New equivalent parameters for thermal characterization of opaque building envelope components under dynamic conditions,static_other,exclude,facade_no_movement
2-s2.0-85006059028,"Adaptive Façade: Concept, Applications, Research Questions",static_other,exclude,facade_no_movement
2-s2.0-84973538521,Adaptive building facade optimisation : An integrated Green-BIM approach,static_other,exclude,facade_no_movement
2-s2.0-84973526839,Adaptive decorative building skin,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84960221188,Architecture of change: Adaptive building skins,static_other,exclude,facade_no_movement
2-s2.0-85127769591,Material Active Geometry Constituting Programmable Materials for Responsive Building Skins,static_other,exclude,facade_no_movement
2-s2.0-85015006307,An oak composite thermal dynamic envelope,static_other,exclude,facade_no_movement
2-s2.0-84958952705,Optimization of a wood plastic composite to produce a new dynamic shading system,static_other,exclude,facade_no_movement
2-s2.0-85015265028,"The cleaner, the greener? Product sustainability assessment of the biomimetic façade paint Lotusan® in comparison to the conventional façade paint Jumbosil®",static_other,exclude,facade_no_movement
2-s2.0-85048216619,Machine learning integration for adaptive building envelopes,insufficient_info,exclude,insufficient_info
2-s2.0-84986880469,Prismatic glazings for façade envelopes,insufficient_info,exclude,insufficient_info
2-s2.0-85006077950,S.M.O Solution: An Innovative Design Approach to Optimize the Output of BIPV Systems Located in Dense Urban Environments,static_other,exclude,facade_no_movement
2-s2.0-84979578586,Thermal Environment Dynamic Simulation of Double Skin Façade with Middle Shading Device in Summer,dsf_static,exclude,facade_no_movement
2-s2.0-84986889098,Dynamic thermal performance of the conventional and alterative building envelope materials,insufficient_info,exclude,insufficient_info
2-s2.0-85053668997,Field demonstration of superior performance of advanced building envelope technologies,insufficient_info,exclude,insufficient_info
2-s2.0-85127753607,Magnet-based Interactive Kinetic Bricks,not_facade_other,exclude,not_facade
2-s2.0-85015661313,Concept for a virtual process data linkage of assembly stations and a dynamic envelope curve for process monitoring,static_other,exclude,facade_no_movement
2-s2.0-84992397202,Performance Analyses of the D'aDif Pavilion,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84973577793,Breathing skins for wind modulation through morphology : Toward integrating turbulence studies within tectonic scale for design of façade components,insufficient_info,exclude,insufficient_info
2-s2.0-84947240752,Dynamic Commercial Façades versus Traditional Construction: Energy Performance and Comparative Analysis,static_other,exclude,facade_no_movement
2-s2.0-84962619718,"Dynamic facades, the smart way of meeting the energy requirements",static_other,exclude,facade_no_movement
2-s2.0-84962598356,A simulation framework for the evaluation of next generation Responsive Building Envelope technologies,control_of_static,exclude,facade_no_movement
2-s2.0-84962553287,Lighting and energy performance of an adaptive shading and daylighting system for arid climates,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84962562998,Daylighting and energy analysis of multi-sectional facades,static_other,exclude,facade_no_movement
2-s2.0-84962493861,A Hydro-Thermal Study of the Bionic Leaf - A Basic Structural Element of the Bionic Façade Inspired by Vertical Greenery,static_other,exclude,facade_no_movement
2-s2.0-84962552696,Integrated evaluation of CO2eq emission and thermal dynamic simulation for different façade solutions for a typical office building,static_other,exclude,facade_no_movement
2-s2.0-84962567016,A new methodology for quantifying the impact of direct and diffuse solar radiation on energy savings in commercial office spaces,static_other,exclude,facade_no_movement
2-s2.0-84970966420,Effect of Air Space Thickness within the External Walls on the Dynamic Thermal Behaviour of Building Envelopes for Energy Efficient Building Construction,static_other,exclude,facade_no_movement
2-s2.0-84942088214,The effects of direct sunlight on light shelf performance under tropical sky,static_other,exclude,facade_no_movement
2-s2.0-84936094030,The optimal thermo-optical properties and energy saving potential of adaptive glazing technologies,static_other,exclude,facade_no_movement
2-s2.0-84960894739,Rapid prototyping for kinetic architecture,not_facade_other,exclude,not_facade
2-s2.0-84944088873,Dynamic and adaptive building envelopes,insufficient_info,exclude,insufficient_info
2-s2.0-84941051807,Actualising (overlooked) material capacities,static_other,exclude,facade_no_movement
2-s2.0-85027938817,A Highly Efficient CMOS Envelope Tracking Power Amplifier Using All Bias Node Controls,static_other,exclude,facade_no_movement
2-s2.0-84940927271,Adaptive envelope control design for a Buoyant Airborne wind energy system,control_of_static,exclude,facade_no_movement
2-s2.0-84941299810,Effects of adaptation rate and noise suppression on the intelligibility of compressed-envelope based speech,static_other,exclude,facade_no_movement
2-s2.0-84935016179,Toward mitigating urban heat island effects: Investigating the thermal-energy impact of bio-inspired retro-reflective building envelopes in dense urban settings,static_other,exclude,facade_no_movement
2-s2.0-84942626398,High efficiency multi-band envelope tracking power amplifier with tunable output frequency bands,static_other,exclude,facade_no_movement
2-s2.0-84930620620,"Impact of façade window design on energy, daylighting and thermal comfort in nearly zero-energy houses",static_other,exclude,facade_no_movement
2-s2.0-84936869055,Polar method to design foldable plate structures,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84951037925,Translational method for designing folded plate structures,movable_possible->include,include,
2-s2.0-84928922788,Numerical investigation of the Castle of Zena energy needs and a feasibility study for the implementation of electric and gas driven heat pump,static_other,exclude,facade_no_movement
2-s2.0-84937635937,A standardized method for the analysis of liver sinusoidal endothelial cells and their fenestrations by scanning electron microscopy,static_other,exclude,facade_no_movement
2-s2.0-84925933649,The totalitarian dynamic behind HRM's democratic façade,static_other,exclude,facade_no_movement
2-s2.0-84925133553,A computational design framework supporting human interaction with environmentally-responsive building envelopes,static_other,exclude,facade_no_movement
2-s2.0-84928104984,Textile and film based building envelopes - Lightweight and adaptive,insufficient_info,exclude,insufficient_info
2-s2.0-84924301156,Effect of adaptive envelope compression in simulated electric hearing in reverberation,static_other,exclude,facade_no_movement
2-s2.0-85127884673,Real-Time Multi-Zone Building Performance Impacts of Occupant Interaction with Dynamic Façade Systems,static_other,exclude,facade_no_movement
2-s2.0-84966644085,Dynamic faÇades: Exploring responsive building skins in a comprehensive design studio,insufficient_info,exclude,insufficient_info
2-s2.0-84934911039,Bio-inspired adaptive building skins,static_other,exclude,facade_no_movement
2-s2.0-84928679214,Design and energy performance of a buoyancy driven exterior shading device for building application in Taiwan,control_of_static,exclude,facade_no_movement
2-s2.0-84936096856,Phototropism of tensile façade system through material agency,insufficient_info,exclude,insufficient_info
2-s2.0-84970016205,A second skin for responsive chemical biological protection,dsf_static,exclude,facade_no_movement
2-s2.0-84976340671,The potential opaque adaptive façades for office buildings in a temperate climate,insufficient_info,exclude,insufficient_info
2-s2.0-84948390542,The use of Dynamic Environmental Control Systems (DECS) in Cavities of Double Skin Facades for Energy Savings,dsf_static,exclude,facade_no_movement
2-s2.0-84985982408,Human-facade-interaction: Constructing augmented reality simulations for cooptimizing dynamic building skin performance,static_other,exclude,facade_no_movement
2-s2.0-84957885080,Fast Simulation Methods for Dynamic Heat Transfer through Building Envelope Based on Model-order-Reduction,static_other,exclude,facade_no_movement
2-s2.0-85051341139,Coupling dynamic energy and daylighting simulations for complex fenestration systems,insufficient_info,exclude,insufficient_info
2-s2.0-84948406512,A Biophysical Framework of Heat Regulation Strategies for the Design of Biomimetic Building Envelopes,static_other,exclude,facade_no_movement
2-s2.0-84939481406,Control of wind-induced motion of tall buildings using smart façade systems,control_of_static,exclude,facade_no_movement
2-s2.0-84976413619,Daylighting as a sustainable approach for high-rise office in tropics,insufficient_info,exclude,insufficient_info
2-s2.0-84957877062,Dynamic Performance of the Shading-type Building-Integrated Photovoltaic Claddings,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84955572973,Decision methodology for the development of an expert system applied in an adaptable energy retrofit façade system for residential buildings,static_other,exclude,facade_no_movement
2-s2.0-84983132737,Towards an integrated decision tool for evaluation of energy performance during building and plant design,not_facade_other,exclude,not_facade
2-s2.0-85016771258,Dynamic thermal behavior of double-skin façade and adjacent interior comfort,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84937400597,Development of a modeling strategy for adaptive multifunctional solar energy building envelope systems,static_other,exclude,facade_no_movement
2-s2.0-85114434219,Thermal Activated Envelope A Method and Model for Embedding Behaviour in a Responsive Envelope by Bi-Materials,insufficient_info,exclude,insufficient_info
2-s2.0-84928232788,Kinematic design of a reconfigurable deployable canopy,movable_possible->include,include,
2-s2.0-84940094435,A design of cylindrical lens for linear CCD used in dynamic envelope curve measurement of high-speed train,static_other,exclude,facade_no_movement
2-s2.0-85034848863,Kinetic architecture and aerial rides: Towards a media archaeology of the revolving restaurant view,not_facade_other,exclude,not_facade
2-s2.0-84940069270,Field calibration of binocular stereo vision based on fast reconstruction of 3D control field,static_other,exclude,facade_no_movement
2-s2.0-84924973550,Simulation and sensitivity analysis of a fuzzy-based building automation control system,static_other,exclude,facade_no_movement
2-s2.0-85058721082,Optimal topology of urban buildings for maximization of annual solar irradiation availability using a genetic algorithm,static_other,exclude,facade_no_movement
2-s2.0-84921915622,Dynamic daylight and solar control in tropical climate,static_other,exclude,facade_no_movement
2-s2.0-84906838780,Exploratory numerical analysis of two-way straight cable-net façades subjected to air blast loads,static_other,exclude,facade_no_movement
2-s2.0-85027957287,Simulation-based method to determine climatic energy strategies of an adaptable building retrofit façade system,static_other,exclude,facade_no_movement
2-s2.0-84908541747,Multi-Fault detection of rolling element bearings under harsh working condition using imf-based adaptive envelope order analysis,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84911407048,Efficient structured parsing of facades using dynamic programming,static_other,exclude,facade_no_movement
2-s2.0-84906259400,An adaptive envelope spectrum technique for bearing fault detection,static_other,exclude,facade_no_movement
2-s2.0-84908149011,Dynamic-envelope analysis of clamp-band joint considering pyroshock of satellite separation,not_facade_other,exclude,not_facade
2-s2.0-85016433689,Biomimetic Architecture in Building Envelope Maintenance (A Literature),static_other,exclude,facade_no_movement
2-s2.0-84893169082,The dynamic impact of window characteristics on shading factor and energy consumption,static_other,exclude,facade_no_movement
2-s2.0-84892452345,Hypervariable region 1 deletion and required adaptive envelope mutations confer decreased dependency on scavenger receptor class B type I and low-density lipoprotein receptor for hepatitis C virus,static_other,exclude,facade_no_movement
2-s2.0-84891597750,The impact of the dynamic facade elements on the energy balance of the reference building in winter,static_other,exclude,facade_no_movement
2-s2.0-85088358810,The triple bottom line benefits of climate-responsive dynamic façades,insufficient_info,exclude,insufficient_info
2-s2.0-84923525105,Towards an ideal adaptive glazed façade for office buildings,static_other,exclude,facade_no_movement
2-s2.0-84899830699,User satisfaction and interaction with automated dynamic facades: A pilot study,control_of_static,exclude,facade_no_movement
2-s2.0-84904682271,An adaptive decision-making framework for designing material behaviours,static_other,exclude,facade_no_movement
2-s2.0-84907483520,The influence of shading control strategies on the visual comfort and energy demand of office buildings,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-84903825447,Design of a fuzzy-based control system for energy saving and users comfort,control_of_static,exclude,facade_no_movement
2-s2.0-84890119885,Experimental assessment of the energy performance of an advanced responsive multifunctional façade module,static_other,exclude,facade_no_movement
2-s2.0-84901463928,Daylight adaptive shading using parametric camshaft mechanism for SOHO in Jakarta,static_other,exclude,facade_no_movement
2-s2.0-84907056781,Contribution of linear thermal bridges to the overall thermal performance of the building envelope: Dynamic analysis,static_other,exclude,facade_no_movement
2-s2.0-85101090706,The Impact of an Ideal Dynamic Building Envelope on the Energy Performance of Low Energy Office Buildings,static_other,exclude,facade_no_movement
2-s2.0-85030536726,Designing Resilient Buildings with Emergent Materials,movable_possible->include,include,
2-s2.0-85063810226,"Parametric design for technological and ""smart"" system. Adaptive and optimized skin",insufficient_info,exclude,insufficient_info
