eid,eff_doi,title,source,doctype,abstract_status,decision,reason_category,confidence,judged_on,mechanism_family,study_type,performance_reported,one_line
2-s2.0-84939979019,10.1007/s11465-015-0326-1,A rate-dependent Prandtl-Ishlinskii model for piezoelectric actuators using the dynamic envelope function based play operator,Frontiers of Mechanical Engineering,Article,ok,include,,high,abstract,unclear,experiment,none,facade + physical movement (actuated; actuator)
2-s2.0-84924301156,10.1109/isicir.2014.7029564,Effect of adaptive envelope compression in simulated electric hearing in reverberation,Proceedings of the 14th International Symposium on Integrated Circuits Isic 2014,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84919926610,10.1007/s12273-014-0194-3,External shading optimal control macros for 1- and 2-piece automated blinds in European climates,Building Simulation,Article,ok,include,,high,abstract,mechanical,simulation,multiple,facade + physical movement (shading adjustment)
2-s2.0-84921320262,10.3130/jaabe.14.213,Thermal performance evaluation of a dynamic insulation technology applied to a timber framework house in a real environment,Journal of Asian Architecture and Building Engineering,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (dynamic insulation)"
2-s2.0-84917736224,,Next-generation smart building using eco-friendly responsive kinetic facade,Icic Express Letters,Article,missing,include,,low,title_only,unclear,unclear,unclear,facade + physical movement (kinetic facade)
2-s2.0-85127884673,10.52842/conf.ecaade.2015.2.669,Real-Time Multi-Zone Building Performance Impacts of Occupant Interaction with Dynamic Façade Systems,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85048315643,,Parametric BIM-based Energy Simulation for Buildings with Complex Kinetic Façades,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,missing,include,,low,title_only,unclear,simulation,energy,facade + physical movement (kinetic façade)
2-s2.0-84966644085,,Dynamic faÇades: Exploring responsive building skins in a comprehensive design studio,44th Ases National Solar Conference Solar 2015 Expanding Horizons Shaping the New Energy Economy,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84983464091,10.1007/978-3-662-47386-3_10,Dynamic façades and computation: Towards an inclusive categorization of high performance kinetic façade systems,Communications in Computer and Information Science,Conference Paper,ok,include,,high,abstract,unclear,simulation,none,facade + physical movement (kinetic façade)
2-s2.0-84934911039,10.1007/978-3-319-09287-4_5,Bio-inspired adaptive building skins,Biotechnologies and Biomimetics for Civil Engineering,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84976439530,,Simulation driven design for kinetic system; optimize kaleidocycle façade configuration for daylighting adequacy in hot arid climates,14th International Conference of Ibpsa Building Simulation 2015 Bs 2015 Conference Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85046073479,10.52842/conf.ecaade.2015.2.715,A Design Framework and a Digital Toolset Supporting the Early-Stage Explorations of Responsive Kinetic Building Skin Concepts,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84928679214,10.3390/en8042358,Design and energy performance of a buoyancy driven exterior shading device for building application in Taiwan,Energies,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84936096856,,Phototropism of tensile façade system through material agency,Caadria 2015 20th International Conference on Computer Aided Architectural Design Research in Asia Emerging Experiences in the Past Present and Future of Digital Architecture,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84994787800,10.1016/j.egypro.2015.02.174,Kinetic Solar Skin: A Responsive Folding Technique,Energy Procedia,Conference Paper,ok,include,,high,abstract,material-driven,experiment,none,facade + physical movement (actuator; deployable; origami)
2-s2.0-84970016205,,A second skin for responsive chemical biological protection,Fiber Society 2015 Fall Meeting and Technical Conference Fibers Where Tradition Meets Innovation,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84976340671,,The potential opaque adaptive façades for office buildings in a temperate climate,14th International Conference of Ibpsa Building Simulation 2015 Bs 2015 Conference Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84948390542,10.1016/j.proeng.2015.08.521,The use of Dynamic Environmental Control Systems (DECS) in Cavities of Double Skin Facades for Energy Savings,Procedia Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84985982408,10.1557/opl.2015.688,Human-facade-interaction: Constructing augmented reality simulations for cooptimizing dynamic building skin performance,Materials Research Society Symposium Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84976403014,10.26868/25222708.2015.2185,Smart windows with dynamic spectral selectivity - A scoping study,14th International Conference of Ibpsa Building Simulation 2015 Bs 2015 Conference Proceedings,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (switchable glaz)"
2-s2.0-84954026281,10.1080/17512549.2015.1050694,Coupling TRNSYS 17 and CONTAM: Simulation of a naturally ventilated double-skin façade,Advances in Building Energy Research,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84926125566,10.1016/j.aei.2014.09.008,"Dynamic shading of a building envelope based on rotating polarized film system controlled by one-dimensional cellular automata in regular tessellations (triangular, square and hexagonal)",Advanced Engineering Informatics,Article,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (liquid crystal)"
2-s2.0-84942288016,10.7712/120115.3644.637,Renewable energy tensegrity structures,Compdyn 2015 5th Eccomas Thematic Conference on Computational Methods in Structural Dynamics and Earthquake Engineering,Conference Paper,ok,exclude,not_facade,high,abstract,,,,no facade context and no movement signal
2-s2.0-84954027964,10.1080/17512549.2015.1014839,Multi-criteria energy and daylighting optimization for an office with fixed and moveable shading devices,Advances in Building Energy Research,Article,ok,include,,high,abstract,unclear,simulation,multiple,facade + physical movement (moveable)
2-s2.0-84926500777,10.1061/9780784479070.028,"The balance between daylighting and thermal performance based on exploiting the kaleidocycle typology in hot arid climate of Aswan, Egypt",Aei 2015 Birth and Life of the Integrated Building Proceedings of the Aei Conference 2015,Conference Paper,ok,include,,high,abstract,origami-deployable,simulation,multiple,facade + physical movement (origami)
2-s2.0-84957885080,10.1016/j.proeng.2015.09.149,Fast Simulation Methods for Dynamic Heat Transfer through Building Envelope Based on Model-order-Reduction,Procedia Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84983504522,10.1007/978-3-662-47386-3_31,The geometry of chuck hoberman: As the basis for the development of dynamic experimental structures,Communications in Computer and Information Science,Conference Paper,ok,include,,high,abstract,origami-deployable,experiment,energy,facade + physical movement (articulated facade; retractable)
2-s2.0-84983089561,,Influence of varying mix proportions on thermal performance of soil-cement blocks,Building Simulation Applications,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-85051341139,,Coupling dynamic energy and daylighting simulations for complex fenestration systems,Building Simulation Applications,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84948406512,10.1016/j.proeng.2015.08.474,A Biophysical Framework of Heat Regulation Strategies for the Design of Biomimetic Building Envelopes,Procedia Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84915774886,10.1016/j.cad.2014.02.010,Meteorosensitive architecture: Biomimetic building skins based on materially embedded and hygroscopically enabled responsiveness,CAD Computer Aided Design,Article,ok,include,,high,abstract,material-driven,prototype,none,facade + physical movement (hygroscopic)
2-s2.0-84921894183,10.3992/1943-4618-9.4.125,Effect of a novel internal roller shading system on energy performance,Journal of Green Building,Article,ok,include,,high,abstract,unclear,experiment,energy,facade + physical movement (movable)
2-s2.0-84939481406,,Control of wind-induced motion of tall buildings using smart façade systems,Electronic Journal of Structural Engineering,Article,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84976413619,,Daylighting as a sustainable approach for high-rise office in tropics,Proceedings of the 26th International Business Information Management Association Conference Innovation Management and Sustainable Economic Competitive Advantage from Regional Development to Global Growth Ibima 2015,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84957877062,10.1016/j.proeng.2015.09.053,Dynamic Performance of the Shading-type Building-Integrated Photovoltaic Claddings,Procedia Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84955572973,10.1016/j.renene.2015.01.036,Decision methodology for the development of an expert system applied in an adaptable energy retrofit façade system for residential buildings,Renewable Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84983132737,,Towards an integrated decision tool for evaluation of energy performance during building and plant design,Eg ICE 2015 22nd Workshop of the European Group of Intelligent Computing in Engineering,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85016771258,10.18462/iir.icr.2015.0069,Dynamic thermal behavior of double-skin façade and adjacent interior comfort,Refrigeration Science and Technology,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84937400597,10.5555/2873021.2873027,Development of a modeling strategy for adaptive multifunctional solar energy building envelope systems,Simulation Series,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85114434219,,Thermal Activated Envelope A Method and Model for Embedding Behaviour in a Responsive Envelope by Bi-Materials,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84928232788,10.1007/978-3-319-09411-3_18,Kinematic design of a reconfigurable deployable canopy,Mechanisms and Machine Science,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,movement mechanism but facade context unclear
2-s2.0-84940094435,10.1117/12.2193570,A design of cylindrical lens for linear CCD used in dynamic envelope curve measurement of high-speed train,Proceedings of SPIE the International Society for Optical Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85034848863,10.1558/jca.v2i1.27129,Kinetic architecture and aerial rides: Towards a media archaeology of the revolving restaurant view,Journal of Contemporary Archaeology,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84940069270,10.1117/12.2193564,Field calibration of binocular stereo vision based on fast reconstruction of 3D control field,Proceedings of SPIE the International Society for Optical Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84924973550,10.1109/ias.2014.6978480,Simulation and sensitivity analysis of a fuzzy-based building automation control system,2014 IEEE Industry Application Society Annual Meeting IAS 2014,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85058721082,10.1016/j.applthermaleng.2014.08.007,Optimal topology of urban buildings for maximization of annual solar irradiation availability using a genetic algorithm,Applied Thermal Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84921915622,10.3844/ajassp.2014.1766.1772,Dynamic daylight and solar control in tropical climate,American Journal of Applied Sciences,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84910683434,10.1061/(asce)ey.1943-7897.0000149,Exergy management between a building and its environment for residential hvac,Journal of Energy Engineering,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (dynamic insulation)"
2-s2.0-84906838780,10.1016/j.engstruct.2014.08.023,Exploratory numerical analysis of two-way straight cable-net façades subjected to air blast loads,Engineering Structures,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85027957287,10.1016/j.energy.2014.08.028,Simulation-based method to determine climatic energy strategies of an adaptable building retrofit façade system,Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84908541747,10.3390/s141120320,Multi-Fault detection of rolling element bearings under harsh working condition using imf-based adaptive envelope order analysis,Sensors Switzerland,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84911407048,10.1109/cvpr.2014.410,Efficient structured parsing of facades using dynamic programming,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84906259400,10.1088/0957-0233/25/9/095004,An adaptive envelope spectrum technique for bearing fault detection,Measurement Science and Technology,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84908149011,10.2514/1.a32382,Dynamic-envelope analysis of clamp-band joint considering pyroshock of satellite separation,Journal of Spacecraft and Rockets,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85016433689,10.1051/e3sconf/20140301007,Biomimetic Architecture in Building Envelope Maintenance (A Literature),E3s Web of Conferences,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84908406878,10.1162/leon_a_00839,"Nervous Ether: Soft Aggregates, Interactive Skins",Leonardo,Article,ok,include,,high,abstract,pneumatic-soft,experiment,none,facade + physical movement (pneumatic)
2-s2.0-84924011894,,Intelligent façade deployable multilayer adaptive membrane for sun-shading and insulation control and optimisation,11th World Congress on Computational Mechanics Wccm 2014 5th European Conference on Computational Mechanics Eccm 2014 and 6th European Conference on Computational Fluid Dynamics Ecfd 2014,Conference Paper,missing,include,,low,title_only,origami-deployable,simulation,unclear,facade + physical movement (façade deployable)
2-s2.0-84943011198,10.1016/j.foar.2014.03.002,Responsive envelope tessellation and stochastic rotation of 4-fold penttiles,Frontiers of Architectural Research,Article,ok,include,,high,abstract,origami-deployable,experiment,multiple,facade + physical movement (facade components with rotation; rotation of individual panels; rotation of tessellated component)
2-s2.0-84893169082,10.1016/j.solener.2014.01.008,The dynamic impact of window characteristics on shading factor and energy consumption,Solar Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84894186566,10.1007/978-3-642-39578-9_3,Energy performance assessment of advanced integrated Façades by means of synthetic metrics,Lecture Notes in Electrical Engineering,Conference Paper,ok,include,,high,abstract,unclear,unclear,energy,facade + physical movement (moving toward advanced integrated façade)
2-s2.0-84892452345,10.1128/jvi.02017-13,Hypervariable region 1 deletion and required adaptive envelope mutations confer decreased dependency on scavenger receptor class B type I and low-density lipoprotein receptor for hepatitis C virus,Journal of Virology,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84891597750,10.4028/www.scientific.net/amr.855.52,The impact of the dynamic facade elements on the energy balance of the reference building in winter,Advanced Materials Research,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84887981105,10.4028/www.scientific.net/kem.572.225,Parametric camshaft mechanism for adaptive building envelope and kinetic building ornaments,Key Engineering Materials,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85051970214,,Using physical testing to design and evaluate the acclimatisation of kinetic façades for daylight and thermal heat performance,Acadia 2014 Design Agency Proceedings of the 34th Annual Conference of the Association for Computer Aided Design in Architecture,Conference Paper,missing,include,,low,title_only,unclear,unclear,daylight,facade + physical movement (kinetic façade)
2-s2.0-85088358810,,The triple bottom line benefits of climate-responsive dynamic façades,30th International PLEA Conference Sustainable Habitat for Developing Societies Choosing the Way Forward Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84923525105,10.1016/j.egypro.2014.12.390,Towards an ideal adaptive glazed façade for office buildings,Energy Procedia,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85203479433,10.1115/1.4027154,Evaluation of impact of shading devices on energy consumption of buildings in tropical regions,Journal of Energy Resources Technology Transactions of the ASME,Article,ok,include,,high,abstract,unclear,simulation,energy,facade + physical movement (movable)
2-s2.0-84899830699,10.1016/j.buildenv.2014.04.007,User satisfaction and interaction with automated dynamic facades: A pilot study,Building and Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84904682271,10.52842/conf.caadria.2014.055,An adaptive decision-making framework for designing material behaviours,Rethinking Comprehensive Design Speculative Counterculture Proceedings of the 19th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2014,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85037166977,10.52842/conf.acadia.2014.281,Harvest shade screens programming material for optimal energy building skins,Acadia 2014 Design Agency Proceedings of the 34th Annual Conference of the Association for Computer Aided Design in Architecture,Conference Paper,ok,include,,high,abstract,material-driven,prototype,energy,facade + physical movement (actuator; kinetic shad; shape memory)
2-s2.0-84907483520,10.1016/j.enbuild.2014.07.040,The influence of shading control strategies on the visual comfort and energy demand of office buildings,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84901823324,10.5555/2664323.2664329,Acacia: A simulation platform for highly responsive smart facades,Simulation Series,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (electrochrom)"
2-s2.0-84903825447,10.1109/eeeic.2014.6835853,Design of a fuzzy-based control system for energy saving and users comfort,2014 14th International Conference on Environment and Electrical Engineering Eeeic 2014 Conference Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84896841578,10.4028/www.scientific.net/amm.534.125,Adaptive system development for secondary skin,Applied Mechanics and Materials,Conference Paper,ok,include,,high,abstract,unclear,simulation,none,facade + physical movement (actuator)
2-s2.0-84890119885,10.1016/j.enbuild.2013.08.066,Experimental assessment of the energy performance of an advanced responsive multifunctional façade module,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84887384538,10.1016/j.buildenv.2013.10.003,Developing a weather responsive internal shading system for atrium spaces of a commercial building in tropical climates,Building and Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84901463928,10.1051/epjconf/20146800037,Daylight adaptive shading using parametric camshaft mechanism for SOHO in Jakarta,EPJ Web of Conferences,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84907056781,10.2495/arc140281,Contribution of linear thermal bridges to the overall thermal performance of the building envelope: Dynamic analysis,Wit Transactions on the Built Environment,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85101090706,10.1016/j.egypro.2014.10.427,The Impact of an Ideal Dynamic Building Envelope on the Energy Performance of Low Energy Office Buildings,Energy Procedia,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84906247403,10.1068/b38121,The dynamic façade pattern grammar,Environ Plann B Plann Des,Article,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (electrochrom)"
2-s2.0-85030536726,10.52842/conf.ecaade.2014.2.179,Designing Resilient Buildings with Emergent Materials,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,movement mechanism but facade context unclear
2-s2.0-84915749440,,A new elasto-plastic material model for coated fabric in membrane structures,16th European Conference on Composite Materials Eccm 2014,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-85063810226,,"Parametric design for technological and ""smart"" system. Adaptive and optimized skin",30th International PLEA Conference Sustainable Habitat for Developing Societies Choosing the Way Forward Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84888295460,10.1111/nph.12474,"More cells, bigger cells or simply reorganization? Alternative mechanisms leading to changed internode architecture under contrasting stress regimes",New Phytologist,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84901408016,10.1016/j.enbuild.2014.04.045,Framework for assessing the performance potential of seasonally adaptable facades using multi-objective optimization,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85088355797,,"Environmental performance of adaptive building envelope design: Urban housing in Seoul, Korea",30th International PLEA Conference Sustainable Habitat for Developing Societies Choosing the Way Forward Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84903840062,10.1109/igbsg.2014.6835241,WSN-based intelligent visual performance management in tropical buildings,Proceedings of 2014 International Conference on Intelligent Green Building and Smart Grid Igbsg 2014,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84904663253,,Controlling kinetic cladding components in building façades: A case for autonomous movement,Rethinking Comprehensive Design Speculative Counterculture Proceedings of the 19th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2014,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84903122488,10.2495/mar140121,The design and physical modelling of deployable structures based on curved-line folding,Wit Transactions on the Built Environment,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,movement mechanism but facade context unclear
2-s2.0-84898997636,10.1016/j.egypro.2014.02.143,Energy performance assessment of and advanced integrated façade through experimental data analysis,Energy Procedia,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84906901718,10.3390/en7085201,Dialectic form finding of passive and adaptive shading enclosures,Energies,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84897866302,10.2495/eq140501,Development of an integrated passive cooling façade technology for office buildings in hot arid regions,Wit Transactions on Ecology and the Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84898977977,10.1016/j.egypro.2014.02.173,Retrofit of an existing school in Italy with high energy standards,Energy Procedia,Conference Paper,ok,include,,high,abstract,unclear,experiment,energy,facade + physical movement (moveable)
2-s2.0-84949133204,10.1016/j.proeng.2014.10.533,Development of a first prototype of a liquid-shaded dynamic glazed facade for buildings,Procedia Engineering,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"media/LED facade — visual only, no physical movement"
2-s2.0-84906536114,10.1016/j.enbuild.2014.07.086,Daylighting and solar shading performances of an innovative automated reflective louvre system,Energy and Buildings,Article,ok,include,,high,abstract,unclear,unclear,daylight,facade + physical movement (movable)
2-s2.0-84924673672,,Operative temperature and thermal comfort in the sun - Implementation and verification of a model for IDA ICE,Indoor Air 2014 13th International Conference on Indoor Air Quality and Climate,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84898864189,10.4028/www.scientific.net/amm.541-542.954,Potential Analysis of Architectural Application of Solar Energy Resource in Panzhihua,Applied Mechanics and Materials,Conference Paper,ok,include,,high,abstract,unclear,unclear,multiple,facade + physical movement (movable)
2-s2.0-84898948983,10.1016/j.egypro.2014.02.144,Experimental analysis of an advanced dynamic glazing prototype integrating PCM and thermotropic layers,Energy Procedia,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (pcm; phase change material)"
2-s2.0-85202486153,,INTELLIGENT BUILDING ENVELOPE TO OPTIMISE THE EXPLOITATION OF SOLAR RADIATION,Zemch International Conference,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84912570607,10.22260/isarc2014/0011,Control of an adaptive light shelf using multi-objective optimization,31st International Symposium on Automation and Robotics in Construction and Mining Isarc 2014 Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84899624067,10.1080/14786451.2013.796943,A new test cell for the evaluation of thermo-physical performance of facades building components,International Journal of Sustainable Energy,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (phase change material)"
2-s2.0-84912096470,10.1088/1742-6596/547/1/012013,Spectrophotometric evaluation of optical performances of polarizing technologies for smart window applications,Journal of Physics Conference Series,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84885455549,10.1016/j.buildenv.2013.09.011,"An investigation into the impact of movable solar shades on energy, indoor thermal and visual comfort improvements",Building and Environment,Article,ok,include,,high,abstract,unclear,experiment,multiple,facade + physical movement (movable; shading performance of movable)
2-s2.0-84904497008,10.1145/2611009.2611036,Smart citizen sentiment dashboard: A case study into media architectural interfaces,Perdis 2014 Proceedings 3rd ACM International Symposium on Pervasive Displays 2014,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"media/LED facade — visual only, no physical movement"
2-s2.0-84904395903,10.1016/j.scs.2014.02.003,Parametric analysis of environmentally responsive strategies for building envelopes specific for hot hyperarid regions,Sustainable Cities and Society,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84903214072,10.1016/j.enbuild.2014.05.017,Effect of dynamic characteristics of building envelope on thermal-energy performance in winter conditions: In field experiment,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84898814645,10.1177/1744259113496388,Numerical evaluation of a phase change material-shutter using solar energy for winter nighttime indoor heating,Journal of Building Physics,Article,ok,include,,high,abstract,unclear,simulation,energy,facade + physical movement (movable)
2-s2.0-84910049142,10.21437/interspeech.2014-120,An adaptive envelope compression strategy for speech processing in cochlear implants,Proceedings of the Annual Conference of the International Speech Communication Association Interspeech,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84902805510,10.1115/jrc2014-3744,Effect of dynamic envelope pavement markings on vehicle driver behavior at a highway-rail grade crossing,2014 Joint Rail Conference Jrc 2014,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
