eid,doi,title,year,source,doctype,oa_concepts,stage1_decision,reason_category,method,signals
2-s2.0-85085924374,,The improvement potential on building performance using seasonal adaptable facades - The context of residential buildings with high thermal load in humid subtropical climates,2017,Proceedings of 33rd PLEA International Conference Design to Thrive PLEA 2017,Conference Paper,,uncertain,soft_motion_facade,ai,soft:adaptable | bldg:building; facade
2-s2.0-85085927179,,Natural versus artificial lighting use in an office building under clear sunny skies,2017,Proceedings of 33rd PLEA International Conference Design to Thrive PLEA 2017,Conference Paper,Daylight:0.829; Artificial light:0.826; Architectural engineering:0.782; Daylighting:0.707; Shading:0.665; Natural (archaeology):0.581; Sky:0.52; Computer science:0.425,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; daylight
2-s2.0-85040001217,10.1016/j.egypro.2017.11.006,A Review on Interaction of Innovative Building Envelope Technologies and Solar Energy Gain,2017,Energy Procedia,Conference Paper,Building envelope:0.802; Building-integrated photovoltaics:0.747; Architectural engineering:0.692; Facade:0.667; Adaptability:0.546; Envelope (radar):0.49; Solar energy:0.473; Engineering:0.469,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; envelope
2-s2.0-85072232827,,"Passive design with affordances: Natural ventilation and adaptive shading for Comfort, Churachandpur",2017,Proceedings of 33rd PLEA International Conference Design to Thrive PLEA 2017,Conference Paper,,uncertain,soft_motion_no_building,ai,soft:adaptive
2-s2.0-85061365436,,Geometry-material coordination for passive adaptive solar morphing envelopes,2017,Simulation Series,Conference Paper,Morphing:0.886; Facade:0.772; Shape-memory alloy:0.611; Computer science:0.549; Envelope (radar):0.503; Performative utterance:0.465; Actuator:0.462; Mechanical engineering:0.461,include,kinetic_facade,rule,strong:actuat; morph | soft:adaptive | bldg:envelope; facade
2-s2.0-85048591225,,Architecture and time,2017,Chaos and Complexity in the Arts and Architecture Research in Progress,Book Chapter,,uncertain,building_generic,ai,bldg:architect
2-s2.0-85029908446,10.1016/j.egypro.2017.07.347,Evaluation of a solar thermal glass façade with adjustable transparency in cold and hot climates,2017,Energy Procedia,Conference Paper,Thermal:0.774; Transparency (behavior):0.705; Building envelope:0.652; Envelope (radar):0.628; Thermal comfort:0.55; Passive solar building design:0.529; Solar gain:0.494; Environmental science:0.49,uncertain,facade_no_explicit_motion,ai,bldg:building; envelope; façade
2-s2.0-85085924063,,Optimizing the performance of variable geometry shading screens for occupant's comfort,2017,Proceedings of 33rd PLEA International Conference Design to Thrive PLEA 2017,Conference Paper,,uncertain,facade_no_explicit_motion,ai,bldg:occupant
2-s2.0-85127871191,,Sun Shades About Designing Adaptable Solar Facades,2017,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,Context (archaeology):0.656; Computer science:0.641; Process (computing):0.576; Architectural engineering:0.519; Task (project management):0.424; Engineering design process:0.411; Human–computer interaction:0.383; Systems engineering:0.322,uncertain,soft_motion_facade,ai,soft:adaptable | bldg:architect; facade
2-s2.0-85017299328,10.1016/j.solener.2017.04.001,Designing an integrated daylighting system for deep-plan spaces in Malaysian low-rise buildings,2017,Solar Energy,Article,Daylighting:0.896; Daylight:0.816; Computer science:0.517; Environmental science:0.515; Skylight:0.457; Illuminance:0.429; Irradiance:0.424; Roof:0.421,uncertain,building_generic,ai,bldg:building; daylight
2-s2.0-85061370026,,Assisting the development of innovative responsive façade elements using building performance simulation,2017,Simulation Series,Conference Paper,Thermal mass:0.579; Computer science:0.556; Architectural engineering:0.5; Thermal:0.496; Thermal comfort:0.483; Environmental science:0.475; Efficient energy use:0.465; Natural ventilation:0.43,uncertain,soft_motion_facade,ai,soft:responsive | bldg:architect; building; façade
2-s2.0-85060706299,10.1007/978-981-10-1391-1_5,Cellular Automaton-Based Shading System Prototypes,2017,Springerbriefs in Architectural Design and Technology,Book Chapter,Shading:0.87; Cellular automaton:0.729; Automaton:0.594; Computer graphics (images):0.535; Computer science:0.527; Envelope (radar):0.486; Rotation (mathematics):0.426; Engineering:0.322,include,kinetic_facade,rule,strong:rotat | bldg:shading system
2-s2.0-85086303044,,Free-running high rise housing in hot and humid climates - Issues and solutions,2017,Proceedings of 33rd PLEA International Conference Design to Thrive PLEA 2017,Conference Paper,,exclude,off_topic_lowsignal,ai_rescreen,
2-s2.0-85107349753,10.26868/25222708.2017.530,Sensitivity analysis of visual and thermal parameters for energy savings: combining illuminance and temperature set-points for possible trade-offs,2017,Building Simulation Conference Proceedings,Conference Paper,Illuminance:0.98; Setpoint:0.976; Energy consumption:0.682; Shading:0.675; Irradiance:0.514; Computer science:0.479; Set (abstract data type):0.476; Energy (signal processing):0.422,uncertain,facade_no_explicit_motion,ai,bldg:journal
2-s2.0-85029899102,10.1016/j.egypro.2017.07.345,Electrochromic glazings: Dynamic simulation of both daylight and thermal performance,2017,Energy Procedia,Conference Paper,Daylight:0.863; Daylighting:0.816; Software:0.575; Electrochromism:0.552; Computer science:0.532; Glazing:0.529; Simulation software:0.506; Efficient energy use:0.486,exclude,optical_static,rule,optical:electrochrom
2-s2.0-85086303872,,Climate-responsive Façade design for office buildings in London,2017,Proceedings of 33rd PLEA International Conference Design to Thrive PLEA 2017,Conference Paper,,uncertain,soft_motion_facade,ai,soft:responsive | bldg:building; façade
2-s2.0-85050564296,10.18086/swc.2017.12.08,Switchable windows - Spectral transmission and switching times,2017,Ises Solar World Congress 2017 Iea Shc International Conference on Solar Heating and Cooling for Buildings and Industry 2017 Proceedings,Conference Paper,Transmission (telecommunications):0.473; Materials science:0.442; Computer science:0.424; Optoelectronics:0.379; Telecommunications:0.16,exclude,optical_static,rule,optical:switchable window
2-s2.0-85043703955,10.7480/jfde.2017.1.1421,Optimised parametric model of a modular multifunctional climate adaptive façade for shopping centres retrofitting,2017,Journal of Facade Design and Engineering,Conference Paper,Facade:0.947; Retrofitting:0.94; Modular design:0.854; Parametric statistics:0.626; Architectural engineering:0.547; Computer science:0.484; Parametric model:0.433; Engineering:0.315,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect; facade; façade
2-s2.0-85020429698,,A comparative study of the building energy performance of thermotropic windows,2017,Open House International,Article,Thermotropic crystal:0.879; Shading:0.637; Energy demand:0.558; Efficient energy use:0.477; Daylighting:0.464; Building energy simulation:0.447; Energy (signal processing):0.443; Materials science:0.439,uncertain,facade_no_explicit_motion,ai,bldg:building; daylight; window
2-s2.0-85021961684,10.7480/jfde.2017.1.1425,Multi-active façade for Swedish multi-family homes renovation - Evaluating the potentials of passive design measures,2017,Journal of Facade Design and Engineering,Conference Paper,Architectural engineering:0.519; Environmental science:0.352; Computer science:0.335; Engineering:0.282,uncertain,facade_no_explicit_motion,ai,bldg:architect; façade
2-s2.0-85027232772,10.4028/www.scientific.net/KEM.742.689,"Fiber-reinforced plastics with locally adapted stiffness for bio-inspired hingeless, deployable architectural systems",2017,Key Engineering Materials,Conference Paper,Stiffness:0.571; Bending:0.565; Structural engineering:0.512; Composite number:0.509; Fiber:0.488; Materials science:0.486; Bending stiffness:0.479; Computer science:0.461,include,kinetic_facade,rule,strong:deployable | soft:bio-inspired | bldg:architect
2-s2.0-85029762543,,Technical planning tasks and participants involved in planning adaptive buildings,2017,Proceedings of the International Conference on Engineering Design Iced,Conference Paper,Process (computing):0.638; Field (mathematics):0.581; Architecture:0.566; Engineering:0.462; Architectural engineering:0.459; Computer science:0.402; Process management:0.39; Systems engineering:0.383,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect; building
2-s2.0-85033366955,10.1016/j.egypro.2017.10.001,Experimental and Numerical Analysis of Modelling of Solar Shading,2017,Energy Procedia,Conference Paper,Shading:0.711; Computer science:0.365; Environmental science:0.356; Mathematics:0.326; Computer graphics (images):0.173,uncertain,facade_no_explicit_motion,ai,bldg:solar shading
2-s2.0-85032707601,10.1016/j.egypro.2017.09.543,The role of shading devices to improve thermal and visual comfort in existing glazed buildings,2017,Energy Procedia,Conference Paper,Shading:0.811; GLARE:0.799; Architectural engineering:0.66; Thermal comfort:0.625; Illuminance:0.541; Computer science:0.4; Environmental science:0.366; Engineering:0.351,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; glaz
2-s2.0-85015913446,10.1016/j.solener.2016.10.015,Solar shading performance of window with constant and dynamic shading function in different climate zones,2017,Solar Energy,Article,Shading:0.923; Latitude:0.745; Window (computing):0.59; Solar gain:0.585; Grid:0.494; Environmental science:0.485; Meteorology:0.386; Thermal:0.381,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:solar shading; window
2-s2.0-85016626917,10.1016/j.energy.2017.03.083,Design and control optimisation of adaptive insulation systems for office buildings. Part 1: Adaptive technologies and simulation framework,2017,Energy,Article,Thermal comfort:0.58; Thermal insulation:0.557; Adaptive control:0.538; Parametric statistics:0.524; Control (management):0.504; Quality (philosophy):0.46; Engineering:0.45; Building science:0.445,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:building; thermal comfort
2-s2.0-85000819173,10.1016/j.isprsjprs.2016.11.008,A hierarchical methodology for urban facade parsing from TLS point clouds,2017,ISPRS Journal of Photogrammetry and Remote Sensing,Article,Facade:0.954; Point cloud:0.847; Computer science:0.701; Parsing:0.661; Segmentation:0.584; Artificial intelligence:0.451; Classifier (UML):0.419; Computer vision:0.395,uncertain,facade_no_explicit_motion,ai,bldg:facade
2-s2.0-85043376079,10.7480/jfde.2017.2.1678,E2VENT - Design and integration of an adaptable module for residential building renovation,2017,Journal of Facade Design and Engineering,Article,Architectural engineering:0.695; Computer science:0.46; Engineering:0.372; Systems engineering:0.321,uncertain,soft_motion_facade,ai,soft:adaptable | bldg:architect; building
2-s2.0-85007137545,10.1016/j.apenergy.2016.11.110,Coupling energy systems with lightweight structures for a net plus energy building,2017,Applied Energy,Article,Facade:0.849; Embodied energy:0.743; Roof:0.73; Building-integrated photovoltaics:0.694; Renewable energy:0.622; Zero-energy building:0.534; Architectural engineering:0.496; Greenhouse gas:0.49,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; facade
2-s2.0-85028724784,10.1016/j.solener.2017.08.058,Large-scale photovoltaic system on green ship and its MPPT controlling,2017,Solar Energy,Article,Photovoltaic system:0.868; Computer science:0.597; Environmental science:0.575; Maximum power point tracking:0.544; Scale (ratio):0.539; Automotive engineering:0.504; Marine engineering:0.481; Fuel efficiency:0.476,exclude,PV_electrical,rule,PV_electrical:mppt; photovoltaic
2-s2.0-84988602755,10.1016/j.rser.2016.09.076,A comprehensive review on solar PV maximum power point tracking techniques,2017,Renewable and Sustainable Energy Reviews,Review,Maximum power point tracking:0.874; Photovoltaic system:0.777; Maximum power principle:0.602; Renewable energy:0.599; Solar micro-inverter:0.562; Computer science:0.528; Solar energy:0.491; Solar power:0.48,uncertain,building_generic,ai,bldg:journal
2-s2.0-85041324911,10.1557/adv.2017.429,Superporous Intelligent Hydrogels for Environmentally Adaptive Building Skins,2017,MRS Advances,Conference Paper,Materials science:0.842; Self-healing hydrogels:0.66; Environmentally friendly:0.454; Nanotechnology:0.381; Polymer chemistry:0.094; Ecology:0.051; Biology:0.0,uncertain,soft_motion_facade,ai,soft:adaptive; intelligent | bldg:building
2-s2.0-85018751847,10.1016/j.apenergy.2017.04.046,An integrated thermal and lighting simulation tool to support the design process of complex fenestration systems for office buildings,2017,Applied Energy,Article,Daylight:0.827; Louver:0.726; Solar gain:0.629; Thermal comfort:0.603; Architectural engineering:0.578; Glazing:0.544; Daylighting:0.544; Energy consumption:0.54,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; daylight
2-s2.0-85016504898,10.1016/j.renene.2017.03.082,Experimental evaluation of the airflow behaviour in horizontal and vertical Open Joint Ventilated Facades using Stereo-PIV,2017,Renewable Energy,Article,Airflow:0.726; Particle image velocimetry:0.725; Turbulence:0.684; Mechanics:0.571; Buoyancy:0.515; Computational fluid dynamics:0.503; Wind speed:0.481; Turbulence kinetic energy:0.474,include,kinetic_facade,rule,strong:kinetic | soft:dynamic | bldg:facade
2-s2.0-84976286912,10.1007/s10546-016-0180-7,Do Shallow Cumulus Clouds have the Potential to Trigger Secondary Circulations Via Shading?,2017,Boundary Layer Meteorology,Article,Shadow (psychology):0.6; Shading:0.514; Convection:0.483; Perpendicular:0.451; Physics:0.421; Mechanics:0.417; Meteorology:0.385; Geology:0.374,exclude,off_topic_lowsignal,ai_rescreen,
2-s2.0-85040310055,10.1016/j.egypro.2017.11.121,Analytical modelling of Breathing Walls: Experimental verification by means of the Dual Air Vented Thermal Box lab facility,2017,Energy Procedia,Conference Paper,Dynamic insulation:0.606; Heat flux:0.604; Heat exchanger:0.54; Ventilation (architecture):0.532; Flux (metallurgy):0.504; Building envelope:0.473; Mechanics:0.464; Breathing:0.46,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect; building; envelope
2-s2.0-105009082426,10.1163/9789004347854_015,"Multimodality, Interactivity and Embodiment: Representation of Consciousness in Digital Narratives",2017,Consciousness Literature and the Arts,Book Chapter,Narrative:0.831; Multimodality:0.758; Semiotics:0.735; Interactivity:0.724; Consciousness:0.697; Embodied cognition:0.69; Cognitive science:0.514; Representation (politics):0.512,exclude,off_topic_lowsignal,ai_rescreen,
2-s2.0-105026079548,10.1002/9781118887226.wbcha164,Yokohama Ferry Terminal: Foa,2017,Companions to the History of Architecture,Book Chapter,Studio:0.701; Port (circuit theory):0.549; Engineering:0.544; Terminal (telecommunication):0.514; Competition (biology):0.487; Architecture:0.466; Management:0.386; Visual arts:0.366,uncertain,building_generic,ai,bldg:architect
2-s2.0-85127848453,,ROAMNITURE Multi-Stable Soft Robotic Structures,2017,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,Robotics:0.709; Architecture:0.661; Soft robotics:0.66; Materiality (auditing):0.649; Performative utterance:0.632; Artificial intelligence:0.612; Engineering:0.447; Computer science:0.444,uncertain,building_generic,ai,bldg:architect
2-s2.0-85063105240,10.5593/sgem2017H/63/S27.115,Kinetic principles of dynamic architecture and housing,2017,International Multidisciplinary Scientific Geoconference Surveying Geology and Mining Ecology Management Sgem,Conference Paper,Architecture:0.653; Computer science:0.533; Computer architecture:0.335; Art:0.076; Visual arts:0.0,include,kinetic_facade,rule,strong:kinetic | soft:dynamic | bldg:architect
2-s2.0-85050036277,10.2749/222137817822208780,Eglinton crosstown and evergreen line LRTs - Structural design on mass transit projects,2017,IABSE Conference Vancouver 2017 Engineering the Future Report,Conference Paper,Transit (satellite):0.704; Rapid transit:0.577; Rail transit:0.543; Transport engineering:0.499; Transit system:0.481; Line (geometry):0.481; Light rail:0.45; Light rail transit:0.444,exclude,transport_infra,rule,transport_infra:mass transit
2-s2.0-85021767299,,Prototyping responsive carrier-component envelopes,2017,Caadria 2017 22nd International Conference on Computer Aided Architectural Design Research in Asia Protocols Flows and Glitches,Conference Paper,Component (thermodynamics):0.767; Computer science:0.504; Physics:0.119; Thermodynamics:0.0,uncertain,soft_motion_facade,ai,soft:dynamic; responsive | bldg:envelope
2-s2.0-85029901904,10.1016/j.egypro.2017.07.474,Cooling oculus for desert climate-dynamic structure for evaporative downdraft and night sky cooling,2017,Energy Procedia,Conference Paper,Evaporative cooler:0.769; Sky:0.582; Mist:0.545; Slab:0.543; Meteorology:0.542; Chimney (locomotive):0.537; Roof:0.519; Environmental science:0.49,uncertain,soft_motion_no_building,ai,soft:dynamic
2-s2.0-85085929351,,Incorporating biomimicry principles into building envelopes: An overview on developed examples,2017,Proceedings of 33rd PLEA International Conference Design to Thrive PLEA 2017,Conference Paper,Biomimetics:0.903; Engineering:0.622; Context (archaeology):0.615; Building envelope:0.52; Architectural engineering:0.502; Parallels:0.487; Interface (matter):0.475; Key (lock):0.467,uncertain,soft_motion_facade,ai,soft:biomimetic | bldg:architect; building; envelope
2-s2.0-85029582421,,Visual feature positioning technique based on landslide area of UAV mining area,2017,Boletin Tecnico Technical Bulletin,Article,,exclude,aerospace_space,rule,aerospace_space:uav
2-s2.0-85021131107,,Sunlight as an arranging factor of forming dynamic architecture,2017,Light and Engineering,Article,,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect
2-s2.0-85070240714,10.2495/CMEM-V5-N4-607-618,"Kinetic behavior, the dynamic potential through architecture and design",2017,International Journal of Computational Methods and Experimental Measurements,Article,Architecture:0.601; Kinetic energy:0.452; Engineering:0.371; Computer science:0.366; Physics:0.228; Classical mechanics:0.177; Geography:0.131; Archaeology:0.0,include,kinetic_facade,rule,strong:kinetic | soft:dynamic | bldg:architect
2-s2.0-85021282836,10.1016/j.solener.2017.06.029,Responsive glazing systems: Characterisation methods and winter performance,2017,Solar Energy,Article,Glazing:0.978; Thermotropic crystal:0.826; Materials science:0.65; Solar gain:0.552; Building envelope:0.51; Optics:0.413; Thermal:0.355; Mechanical engineering:0.344,uncertain,soft_motion_facade,ai,soft:responsive | bldg:building; envelope; glazing
2-s2.0-85006324081,10.1016/j.jngse.2016.12.003,Dynamic analysis of a hang-off drilling riser considering internal solitary wave and vessel motion,2017,Journal of Natural Gas Science and Engineering,Article,Drilling riser:0.797; Mechanics:0.686; Amplitude:0.592; Subsea:0.575; Structural engineering:0.483; Engineering:0.473; Geology:0.44; Deepwater drilling:0.437,exclude,other_nonbuilding,ai_rescreen,strong:motion | soft:dynamic
2-s2.0-85010208983,10.1016/j.solener.2017.01.022,Energy conservation and renewable technologies for buildings to face the impact of the climate change and minimize the use of cooling,2017,Solar Energy,Article,Renewable energy:0.66; Zero-energy building:0.592; Sustainability:0.558; Building envelope:0.554; Overheating (electricity):0.52; Environmental science:0.488; Efficient energy use:0.477; Climate change:0.457,uncertain,facade_no_explicit_motion,ai,bldg:building; envelope
2-s2.0-84977571278,10.1016/j.optcom.2016.06.064,Integration of variable-rate OWC with OFDM-PON for hybrid optical access based on adaptive envelope modulation,2016,Optics Communications,Article,Orthogonal frequency-division multiplexing:0.684; Optical wireless:0.648; Computer science:0.571; Wireless:0.558; Bit error rate:0.54; Electronic engineering:0.538; Optical wireless communications:0.509; SIGNAL (programming language):0.5,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:envelope
2-s2.0-84993967103,10.1016/j.seta.2016.10.001,Compensation of voltage sag caused by partial shading in grid-connected PV system through the three-level SVM inverter,2016,Sustainable Energy Technologies and Assessments,Article,Total harmonic distortion:0.793; Inverter:0.667; Control theory (sociology):0.637; Voltage sag:0.634; Photovoltaic system:0.61; Compensation (psychology):0.551; Support vector machine:0.541; Computer science:0.517,uncertain,facade_no_explicit_motion,ai,bldg:journal
2-s2.0-84994043992,10.1016/j.energy.2016.10.022,Optimal control of indoor-air cooling in buildings using a reduced order model,2016,Energy,Article,Computational fluid dynamics:0.679; Roof:0.518; Control theory (sociology):0.513; Work (physics):0.49; Environmental science:0.438; Simulation:0.434; Envelope (radar):0.431; Computer science:0.391,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:building; indoor
2-s2.0-85006707436,10.1109/POWERCON.2016.7754039,Sustainable building design based on building information modeling (BIM),2016,2016 IEEE International Conference on Power System Technology Powercon 2016,Conference Paper,HVAC:0.848; Glazing:0.84; Building envelope:0.694; Architectural engineering:0.648; Envelope (radar):0.638; Energy consumption:0.633; Computer science:0.526; Cooling load:0.515,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; envelope
2-s2.0-84991056263,10.1016/j.energy.2016.08.095,On detailed thermal response modeling of vertical greenery systems as cooling measure for buildings and cities in summer conditions,2016,Energy,Article,Building envelope:0.677; Urban heat island:0.654; Passive cooling:0.608; Environmental science:0.586; Envelope (radar):0.582; Thermal:0.557; Heat flux:0.454; Thermal comfort:0.449,uncertain,facade_no_explicit_motion,ai,bldg:building; envelope; thermal comfort
2-s2.0-84992304030,10.1016/j.solmat.2016.04.017,Life cycle assessment of dynamic building integrated photovoltaics,2016,Solar Energy Materials and Solar Cells,Article,Building-integrated photovoltaics:0.923; Embodied energy:0.684; Photovoltaic system:0.678; Life-cycle assessment:0.671; Facade:0.654; Photovoltaics:0.498; Computer science:0.497; Environmental impact assessment:0.474,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:building; facade
2-s2.0-85020515917,10.3390/en9110926,Modeling and experimental validation of a low-cost radiation sensor based on the photovoltaic effect for building applications,2016,Energies,Article,Photovoltaic system:0.833; Irradiance:0.79; Automotive engineering:0.544; Environmental science:0.5; Solar irradiance:0.472; Radiation:0.43; Shading:0.429; Solar cell:0.424,uncertain,facade_no_explicit_motion,ai,bldg:building
2-s2.0-85010800525,10.1016/j.egypro.2016.11.120,"Energy Performance Assessment of the Heating System Refurbishment on a School Building in Modena, Italy",2016,Energy Procedia,Conference Paper,TRNSYS:0.945; Building envelope:0.737; Work (physics):0.588; Heating system:0.581; Engineering:0.501; Gas compressor:0.468; Energy performance:0.464; Heat pump:0.451,uncertain,facade_no_explicit_motion,ai,bldg:building; envelope
2-s2.0-84995545793,10.1109/ICAIPR.2016.7585202,Application of intelligence of swarm in architecture,2016,2016 3rd International Conference on Artificial Intelligence and Pattern Recognition Aipr 2016,Conference Paper,Architecture:0.751; Swarm intelligence:0.719; Swarm behaviour:0.609; Computer science:0.601; Artificial intelligence:0.548; Solution architecture:0.482; Systems engineering:0.422; Ant colony optimization algorithms:0.415,uncertain,building_generic,ai,bldg:architect
2-s2.0-84966339580,10.1016/j.renene.2016.04.070,A biomimetic approach for modeling cloud shading with dynamic behavior,2016,Renewable Energy,Article,Cloud computing:0.729; Shading:0.699; Computer science:0.532; Distributed computing:0.365; Human–computer interaction:0.357; Simulation:0.349; Computer graphics (images):0.227; Operating system:0.147,exclude,medical_graphics,ai_rescreen,soft:biomimetic; dynamic
2-s2.0-84986905876,10.1016/j.ijmecsci.2016.09.007,Cold orbital forging of gear rack,2016,International Journal of Mechanical Sciences,Article,Rack:0.913; Forging:0.836; Engineering:0.436; Mechanical engineering:0.416; Structural engineering:0.402; Automotive engineering:0.338,exclude,aerospace_space,rule,aerospace_space:orbit
2-s2.0-84990068882,10.1016/j.apenergy.2016.06.107,Optimal control and performance of photovoltachromic switchable glazing for building integration in temperate climates,2016,Applied Energy,Article,Glazing:0.885; Temperate climate:0.705; Control (management):0.518; Architectural engineering:0.518; Environmental science:0.45; Computer science:0.294; Engineering:0.293; Civil engineering:0.236,exclude,optical_static,rule,optical:switchable glazing
2-s2.0-84973450862,10.1016/j.engstruct.2016.05.032,Integrated analysis of kinematic form active structures for architectural applications: Experimental verification,2016,Engineering Structures,Article,Kinematics:0.822; Orthotropic material:0.799; Structural engineering:0.57; Flexibility (engineering):0.504; Stiffness:0.456; Computer science:0.43; Finite element method:0.347; Engineering:0.298,uncertain,building_generic,ai,bldg:architect
2-s2.0-84973440905,10.1016/j.engstruct.2016.05.051,Dynamic response of double skin façades under blast loads,2016,Engineering Structures,Article,Structural engineering:0.695; Laminated glass:0.605; Blast wave:0.592; LS-DYNA:0.52; Engineering:0.489; Mechanical engineering:0.363; Finite element method:0.361; Materials science:0.348,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:double skin; façade
2-s2.0-84990929260,10.3390/su8090883,Evaluating thermal and lighting energy performance of shading devices on kinetic façades,2016,Sustainability Switzerland,Article,Shading:0.922; Energy (signal processing):0.572; Solar gain:0.521; Thermal:0.519; Energy performance:0.498; Computer science:0.473; Solar energy:0.434; Automotive engineering:0.422,include,kinetic_facade,rule,strong:kinetic | bldg:façade; shading device
2-s2.0-85016450269,,The thermal performance of residential building integrated with adaptive kinetic shading system,2016,International Energy Journal,Article,Facade:0.957; Apartment:0.815; Architectural engineering:0.762; Energy consumption:0.682; Thermal comfort:0.515; Shading:0.509; Building automation:0.494; Efficient energy use:0.442,include,kinetic_facade,rule,strong:kinetic | soft:adaptive | bldg:architect; building; facade
2-s2.0-84969584417,10.1016/j.solener.2016.04.026,Model-based shading and lighting controls considering visual comfort and energy use,2016,Solar Energy,Article,Daylighting:0.871; Daylight:0.817; Shading:0.663; Facade:0.63; Electric light:0.628; Computer science:0.627; Illuminance:0.598; GLARE:0.585,uncertain,facade_no_explicit_motion,ai,bldg:daylight; facade
2-s2.0-85020973499,10.1525/jsah.2016.75.3.281,"Skin, clothing, and dwelling: Max von Pettenkofer, the science of hygiene, and breathing walls",2016,Journal of the Society of Architectural Historians,Article,Clothing:0.93; History of architecture:0.601; German:0.591; Architecture:0.543; Hygiene:0.534; Art history:0.393; Aesthetics:0.388; Sociology:0.375,exclude,thermal_static,rule,thermal:breathing wall
2-s2.0-84988354665,10.1109/EEEIC.2016.7555519,Experimental comparison of MPPT methods for PV systems under dynamic partial shading conditions,2016,Eeeic 2016 International Conference on Environment and Electrical Engineering,Conference Paper,Maximum power point tracking:0.909; Photovoltaic system:0.825; Shading:0.744; Control theory (sociology):0.569; Maximum power principle:0.565; Computer science:0.547; Power (physics):0.469; Renewable energy:0.463,exclude,PV_electrical,rule,PV_electrical:mppt; pv
2-s2.0-84991045159,10.3844/ajeassp.2016.713.723,Review on the use of FRP composites for façades and building skins,2016,American Journal of Engineering and Applied Sciences,Review,Fibre-reinforced plastic:0.897; Retrofitting:0.794; Aerospace:0.568; Composite material:0.532; Materials science:0.459; Structural material:0.425; Structural engineering:0.409; Architectural engineering:0.355,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; façade
2-s2.0-84988378431,10.1109/EEEIC.2016.7555768,"Adaptive control for lighting, shading and HVAC systems in near zero energy buildings",2016,Eeeic 2016 International Conference on Environment and Electrical Engineering,Conference Paper,HVAC:0.732; Energy consumption:0.652; Building automation:0.61; Building management system:0.603; Computer science:0.596; Fuzzy logic:0.577; Fuzzy control system:0.519; Glazing:0.479,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:building; glazing; hvac
2-s2.0-84974571292,10.1016/j.enbuild.2016.05.044,"MATRIX, a multi activity test-room for evaluating the energy performances of 'building/HVAC' systems in Mediterranean climate: Experimental set-up and CFD/BPS numerical modeling",2016,Energy and Buildings,Article,HVAC:0.832; Building envelope:0.647; Envelope (radar):0.529; USable:0.476; Work (physics):0.468; Environmental science:0.427; Civil engineering:0.424; Systems engineering:0.421,uncertain,facade_no_explicit_motion,ai,bldg:building; envelope; hvac
2-s2.0-84963938624,10.1016/j.solener.2016.03.044,"Experimental analysis of the energy performance of an ACTive, RESponsive and Solar (ACTRESS) façade module",2016,Solar Energy,Article,Modular design:0.716; Adaptability:0.637; Computer science:0.59; Architectural engineering:0.566; Renewable energy:0.563; Systems engineering:0.541; Energy performance:0.512; Efficient energy use:0.469,uncertain,soft_motion_facade,ai,soft:responsive | bldg:architect; façade
2-s2.0-84984537140,10.1063/1.4959379,Biomimicry as an approach for sustainable architecture case of arid regions with hot and dry climate,2016,Aip Conference Proceedings,Conference Paper,Biomimetics:0.774; Architecture:0.772; Architectural engineering:0.724; Thermal comfort:0.66; Sustainable design:0.567; Arid:0.513; Principal (computer security):0.507; Dry climate:0.497,uncertain,soft_motion_facade,ai,soft:biomimetic | bldg:architect; thermal comfort
2-s2.0-84964689399,10.1016/j.enbuild.2016.04.020,High temperature phase change materials for the overheating protection of facade integrated solar thermal collectors,2016,Energy and Buildings,Article,Overheating (electricity):0.909; Facade:0.807; Phase-change material:0.789; Materials science:0.639; Thermal:0.595; Thermal energy storage:0.552; Environmental science:0.502; Phase change:0.476,exclude,thermal_static,rule,thermal:phase change material; thermal energy storage
2-s2.0-84936971957,10.1080/19401493.2015.1058421,GlareShade: a visual comfort-based approach to occupant-centric shading systems,2016,Journal of Building Performance Simulation,Article,Shading:0.856; Computer science:0.595; Flexibility (engineering):0.576; Metric (unit):0.566; GLARE:0.468; Premise:0.418; Computer vision:0.414; Artificial intelligence:0.402,uncertain,facade_no_explicit_motion,ai,bldg:occupant; shading system
