eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-84917736224,,Next-generation smart building using eco-friendly responsive kinetic facade,2015,Icic Express Letters,1881803X,9,1,145-151,Article,Lim D.Y.,,,Konkuk University,South Korea,0,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-85127884673,10.52842/conf.ecaade.2015.2.669,Real-Time Multi-Zone Building Performance Impacts of Occupant Interaction with Dynamic Façade Systems,2015,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,26841843,2,,669-678,Conference Paper,Krietemeyer B.,,,Syracuse University,United States,2,0,,doi,,https://openalex.org/W1911478386,Bess Krietemeyer; Kurt Rogler,2,,,,Facade:0.936; Computer science:0.542; Parametric statistics:0.537; Architectural engineering:0.499; Dynamic simulation:0.465; Energy performance:0.434; Daylighting:0.432; Efficient energy use:0.404,Building Energy and Comfort Optimization; Tactile and Sensory Interactions,0,2.0,"[{""year"": 2020, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}]",False,closed,eCAADe proceedings,2684-1843,2015.0,article,doi,,0,,False,0.0,2684-1843,eCAADe proceedings,2015.0,proceedings-article
2-s2.0-85048315643,,Parametric BIM-based Energy Simulation for Buildings with Complex Kinetic Façades,2015,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,26841843,1,,657-664,Conference Paper,Kim H.,,,Texas A&M University,United States,27,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84966644085,,Dynamic faÇades: Exploring responsive building skins in a comprehensive design studio,2015,44th Ases National Solar Conference Solar 2015 Expanding Horizons Shaping the New Energy Economy,,,,37-46,Conference Paper,Peterson N.,,,University of Washington,United States,0,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84983464091,10.1007/978-3-662-47386-3_10,Dynamic façades and computation: Towards an inclusive categorization of high performance kinetic façade systems,2015,Communications in Computer and Information Science,18650929,527,,172-191,Conference Paper,Velasco R.,,,Universidad Piloto de Colombia;Frontis3D,Colombia;Colombia,22,0,,doi,,https://openalex.org/W591967291,Rodrigo Velasco; Aaron Paul Brakke; Diego Chavarro,3,Pilot University of Colombia,CO,https://ror.org/03m5f7m65,Panorama:0.671; Categorization:0.653; Computer science:0.621; Computation:0.557; Identification (biology):0.544; Transformation (genetics):0.468; Architectural engineering:0.424; Operations research:0.373,Architecture and Computational Design; Architecture and Art History Studies; Building Energy and Comfort Optimization,24,23.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 4}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 3}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 3}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 5}]",False,closed,Communications in computer and information science,1865-0929; 1865-0937,2015.0,book-chapter,doi,,0,tdm; vor,True,29.0,1865-0929; 1865-0937,Communications in Computer and Information Science,2015.0,book-chapter
2-s2.0-84934911039,10.1007/978-3-319-09287-4_5,Bio-inspired adaptive building skins,2015,Biotechnologies and Biomimetics for Civil Engineering,,,,115-134,Book Chapter,Loonen R.C.G.M.,,,Technische Universiteit Eindhoven,Netherlands,42,0,,doi,,https://openalex.org/W2103849767,Roel Loonen,1,Eindhoven University of Technology,NL,https://ror.org/02c2kyt77,Adaptability:0.917; Scope (computer science):0.77; Architectural engineering:0.765; Building envelope:0.628; Context (archaeology):0.563; Process (computing):0.534; Key (lock):0.459; Engineering:0.454,Advanced Sensor and Energy Harvesting Materials; Advanced Materials and Mechanics; Aerogels and thermal insulation,91,40.0,"[{""year"": 2025, ""cited_by_count"": 4}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 5}, {""year"": 2021, ""cited_by_count"": 6}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 4}, {""year"": 2018, ""cited_by_count"": 5}, {""year"": 2017, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 2}]",False,closed,,,2014.0,book-chapter,doi,,0,tdm; vor,True,102.0,,Biotechnologies and Biomimetics for Civil Engineering,2014.0,book-chapter
2-s2.0-84976439530,,Simulation driven design for kinetic system; optimize kaleidocycle façade configuration for daylighting adequacy in hot arid climates,2015,14th International Conference of Ibpsa Building Simulation 2015 Bs 2015 Conference Proceedings,,,,182-189,Conference Paper,Elghazi Y.,,,Cairo University;Arab Academy for Science and Technology and Maritime Transport Heliopolis Campus,Egypt;Egypt,13,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-85046073479,,A Design Framework and a Digital Toolset Supporting the Early-Stage Explorations of Responsive Kinetic Building Skin Concepts,2015,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,26841843,2,,715-725,Conference Paper,Zboinska M.A.,,,Chalmers University of Technology,Sweden,11,0,,title,1.0,https://openalex.org/W1897803428,Malgorzata A. Zboinska; Jan Cudzik; Robert Juchnevic; Kacper Radziszewski,4,Chalmers University of Technology; Gdańsk University of Technology,SE; PL,https://ror.org/040wg7k59; https://ror.org/006x4sc24,Computer science:0.767; Focus (optics):0.589; Task (project management):0.56; Point (geometry):0.487; Architecture:0.486; Parametric statistics:0.479; Human–computer interaction:0.414; Systems engineering:0.332,Architecture and Computational Design; Design Education and Practice; BIM and Construction Integration,12,9.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 2}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}]",True,bronze,eCAADe proceedings,2684-1843,2015.0,article,none,,0,,False,,,,,
2-s2.0-84928679214,10.3390/en8042358,Design and energy performance of a buoyancy driven exterior shading device for building application in Taiwan,2015,Energies,,8,4,2358-2380,Article,Huang K.,,,National Taiwan University,Taiwan,10,1,,doi,,https://openalex.org/W1974777938,Kuo-Tsang Huang; Kevin Liu; Han-Hsi Liang,3,National Taiwan University; Ming Chi University of Technology; National United University,TW,https://ror.org/05bqach95; https://ror.org/04xgh4d03; https://ror.org/04twccc71,Shading:0.863; Buoyancy:0.678; Architectural engineering:0.595; Computer science:0.449; Energy (signal processing):0.42; Energy performance:0.416; Environmental science:0.411; Automotive engineering:0.4,Structural Analysis and Optimization; Innovative Energy Harvesting Technologies; Building Energy and Comfort Optimization,33,12.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 1}]",True,gold,Energies,1996-1073,2015.0,article,doi,,0,vor,True,35.0,1996-1073,Energies,2015.0,journal-article
2-s2.0-84936096856,,Phototropism of tensile façade system through material agency,2015,Caadria 2015 20th International Conference on Computer Aided Architectural Design Research in Asia Emerging Experiences in the Past Present and Future of Digital Architecture,,,,127-136,Conference Paper,Hadilou A.,,,The University of Texas at Austin,United States,1,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84994787800,10.1016/j.egypro.2015.02.174,Kinetic Solar Skin: A Responsive Folding Technique,2015,Energy Procedia,18766102,70,,661-672,Conference Paper,Pesenti M.,,,Politecnico di Milano,Italy,63,1,,doi,,https://openalex.org/W604246719,Marco Pesenti; Gabriele Masera; Francesco Fiorito; Michele Sauchelli,4,Politecnico di Milano,IT,https://ror.org/01nffqt88,Folding (DSP implementation):0.753; Kinematics:0.633; Tessellation (computer graphics):0.604; Kinetic energy:0.571; Actuator:0.569; Shape-memory alloy:0.549; SMA*:0.528; Computer science:0.492,Advanced Materials and Mechanics; Structural Analysis and Optimization; Architecture and Computational Design,25,73.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 10}, {""year"": 2022, ""cited_by_count"": 14}, {""year"": 2021, ""cited_by_count"": 6}, {""year"": 2020, ""cited_by_count"": 10}, {""year"": 2019, ""cited_by_count"": 13}, {""year"": 2018, ""cited_by_count"": 4}, {""year"": 2017, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 2}]",True,diamond,Energy Procedia,1876-6102,2015.0,article,doi,,0,tdm; vor,True,26.0,1876-6102,Energy Procedia,2015.0,journal-article
2-s2.0-84970016205,,A second skin for responsive chemical biological protection,2015,Fiber Society 2015 Fall Meeting and Technical Conference Fibers Where Tradition Meets Innovation,,,,,Conference Paper,Wilusz E.,,,United States Army,United States,0,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84976340671,,The potential opaque adaptive façades for office buildings in a temperate climate,2015,14th International Conference of Ibpsa Building Simulation 2015 Bs 2015 Conference Proceedings,,,,98-105,Conference Paper,Jin Q.,,,Tongji University,China,10,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84948390542,10.1016/j.proeng.2015.08.521,The use of Dynamic Environmental Control Systems (DECS) in Cavities of Double Skin Facades for Energy Savings,2015,Procedia Engineering,18777058,118,,833-841,Conference Paper,Spastri M.,,,University of Southern California,United States,5,1,,doi,,https://openalex.org/W1952326610,M. Spastri; Douglas Noble; Karen Kensek; Joon-Ho Choi,4,University of Southern California,US,https://ror.org/03taz7m60,Facade:0.713; Energy consumption:0.625; Environmental control system:0.521; Automotive engineering:0.518; Efficient energy use:0.47; Simulation:0.467; Environmental science:0.445; Dynamic simulation:0.425,Building Energy and Comfort Optimization; Wind and Air Flow Studies; Facilities and Workplace Management,9,6.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}]",True,diamond,Procedia Engineering,1877-7058,2015.0,article,doi,,0,tdm; vor,True,16.0,1877-7058,Procedia Engineering,2015.0,journal-article
2-s2.0-84985982408,10.1557/opl.2015.688,Human-facade-interaction: Constructing augmented reality simulations for cooptimizing dynamic building skin performance,2015,Materials Research Society Symposium Proceedings,02729172,1800,,54-61,Conference Paper,Krietemeyer B.,,,Syracuse University,United States,0,0,,none,,,,0,,,,,,0,,,,,,,,,doi,,0,unspecified,True,10.0,0272-9172; 1946-4274,MRS Proceedings,2015.0,journal-article
2-s2.0-84976403014,,Smart windows with dynamic spectral selectivity - A scoping study,2015,14th International Conference of Ibpsa Building Simulation 2015 Bs 2015 Conference Proceedings,,,,2158-2165,Conference Paper,Loonen R.C.G.M.,,,Technische Universiteit Eindhoven,Netherlands,4,0,,title,1.0,https://openalex.org/W2559057223,Roel Loonen; Jlm Jan Hensen,2,Buildings Performance Institute Europe,BE,https://ror.org/02xffg312,Computer science:0.54,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Transition Metal Oxide Nanomaterials,33,7.0,"[{""year"": 2023, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 1}]",True,green,Building Simulation Conference proceedings,2522-2708,2015.0,article,none,,0,,False,,,,,
2-s2.0-84954026281,10.1080/17512549.2015.1050694,Coupling TRNSYS 17 and CONTAM: Simulation of a naturally ventilated double-skin façade,2015,Advances in Building Energy Research,17512549,9,2,293-304,Article,Khalifa I.,,,"Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis;University of Carthage, Ecole Nationale d'Ingénieurs de Bizerte",Tunisia;Tunisia,20,0,,doi,,https://openalex.org/W1539359556,Ines Khalifa; Leila Gharbi Ernez; Essia Znouda; Chiheb Bouden,4,Tunis University; National Engineering School of Tunis; Tunis El Manar University; University of Carthage,TN,https://ror.org/02q1spa57; https://ror.org/03b1zjt31; https://ror.org/029cgt552; https://ror.org/057x6za15,TRNSYS:0.988; Glazing:0.7; Airflow:0.694; Ventilation (architecture):0.496; Heat transfer:0.485; Environmental science:0.469; Thermal:0.466; Coupling (piping):0.46,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,14,20.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 2}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 3}, {""year"": 2021, ""cited_by_count"": 3}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}]",False,closed,Advances in Building Energy Research,1751-2549; 1756-2201,2015.0,article,doi,,0,,False,12.0,1751-2549; 1756-2201,Advances in Building Energy Research,2015.0,journal-article
2-s2.0-84926125566,10.1016/j.aei.2014.09.008,"Dynamic shading of a building envelope based on rotating polarized film system controlled by one-dimensional cellular automata in regular tessellations (triangular, square and hexagonal)",2015,Advanced Engineering Informatics,14740346,29,1,87-100,Article,Zawidzki M.,,,Massachusetts Institute of Technology,United States,22,2,,doi,,https://openalex.org/W2027358145,Machi Zawidzki,1,Massachusetts Institute of Technology,US,https://ror.org/042nb2s44,Tessellation (computer graphics):0.822; Square (algebra):0.776; Hexagonal tiling:0.731; Hexagonal crystal system:0.692; Cellular automaton:0.688; Square tiling:0.656; Shading:0.583; Rotation (mathematics):0.535,Advanced Materials and Mechanics; Architecture and Computational Design; Cellular Automata and Applications,69,22.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 1}, {""year"": 2014, ""cited_by_count"": 1}]",True,green,Advanced Engineering Informatics,1474-0346; 1873-5320,2014.0,article,doi,,0,tdm,True,75.0,1474-0346,Advanced Engineering Informatics,2015.0,journal-article
2-s2.0-84942288016,10.7712/120115.3644.637,Renewable energy tensegrity structures,2015,Compdyn 2015 5th Eccomas Thematic Conference on Computational Methods in Structural Dynamics and Earthquake Engineering,,,,3621-3628,Conference Paper,Fraternali F.,,,Università degli Studi di Salerno,Italy,0,1,,doi,,https://openalex.org/W2598592099,Fernando Fraternali; E. De Chiara; Antonio Fortunato; Enrico Sicignano; Robert E. Skelton,5,"University of Salerno; University of California, San Diego",IT; US,https://ror.org/0192m2k53; https://ror.org/0168r3w48,Tensegrity:0.958; Renewable energy:0.675; Computer science:0.538; Structural engineering:0.181; Electrical engineering:0.15; Engineering:0.143,Integrated Energy Systems Optimization,18,0.0,[],True,gold,,,2015.0,article,doi,,0,,False,0.0,,Proceedings of the 5th International Conference on Computational Methods in Structural Dynamics and Earthquake Engineering (COMPDYN 2015),2015.0,proceedings-article
2-s2.0-84954027964,10.1080/17512549.2015.1014839,Multi-criteria energy and daylighting optimization for an office with fixed and moveable shading devices,2015,Advances in Building Energy Research,17512549,9,2,238-252,Article,Manzan M.,,,Università degli Studi di Trieste,Italy,26,2,,doi,,https://openalex.org/W1984412914,Marco Manzan; Roberta Padovan,2,University of Trieste,IT,https://ror.org/02n742c10,Daylighting:0.86; Daylight:0.587; Shading:0.573; Window (computing):0.567; Energy (signal processing):0.492; Process (computing):0.472; Simulation:0.46; Multi-objective optimization:0.459,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Energy Efficiency and Management,24,32.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 5}, {""year"": 2019, ""cited_by_count"": 5}, {""year"": 2018, ""cited_by_count"": 7}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 6}, {""year"": 2015, ""cited_by_count"": 2}]",True,green,Advances in Building Energy Research,1751-2549; 1756-2201,2015.0,article,doi,,0,,False,20.0,1751-2549; 1756-2201,Advances in Building Energy Research,2015.0,journal-article
2-s2.0-84926500777,10.1061/9780784479070.028,"The balance between daylighting and thermal performance based on exploiting the kaleidocycle typology in hot arid climate of Aswan, Egypt",2015,Aei 2015 Birth and Life of the Integrated Building Proceedings of the Aei Conference 2015,,,,300-315,Conference Paper,Wagdy A.,,,The American University in Cairo,Egypt,20,0,,doi,,https://openalex.org/W2332212685,Ayman Wagdy; Yomna Elghazi; Sanan Thaer Abdalwahab; Ahmed M. Hassan,4,Cairo University; Future University in Egypt; American University in Cairo; Al-Azhar University,EG,https://ror.org/03q21mh05; https://ror.org/03s8c2x09; https://ror.org/0176yqn58; https://ror.org/05fnp1145,Daylight:0.954; Daylighting:0.897; Facade:0.693; Environmental science:0.642; Sunlight:0.459; Energy consumption:0.458; Microclimate:0.422; Computer science:0.418,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Impact of Light on Environment and Health,38,17.0,"[{""year"": 2025, ""cited_by_count"": 3}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 6}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 1}]",False,closed,,,2015.0,article,doi,,0,,False,0.0,,AEI 2015,2015.0,proceedings-article
2-s2.0-84929331284,10.3311/PPci.7091,"Effect of architectural glazing parameters, shading, thermal mass and night ventilation on public building energy consumption under Hungarian climate",2015,Periodica Polytechnica Civil Engineering,05536626,59,2,209-223,Article,Szabó L.,,,Budapest University of Technology and Economics,Hungary,7,1,,doi,,https://openalex.org/W2071191312,László Szabó,1,,,,Glazing:0.962; Architectural engineering:0.688; Energy consumption:0.546; Thermal mass:0.522; Environmental science:0.503; Thermal:0.469; Solar gain:0.452; Ventilation (architecture):0.423,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,12,6.0,"[{""year"": 2025, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}]",True,diamond,Periodica Polytechnica Civil Engineering,0553-6626; 1587-3773,2015.0,article,doi,,0,,False,0.0,0553-6626; 1587-3773,Periodica Polytechnica Civil Engineering,2015.0,journal-article
2-s2.0-84957885080,10.1016/j.proeng.2015.09.149,Fast Simulation Methods for Dynamic Heat Transfer through Building Envelope Based on Model-order-Reduction,2015,Procedia Engineering,,121,,1764-1771,Conference Paper,He X.,,,School of Human Settlements and Civil Engineering,China,9,1,,doi,,https://openalex.org/W2175527434,Xiao He; Qiongxiang Kong; Zhi‐Hua Xiao,3,Xi'an Jiaotong University,CN,https://ror.org/017zhmm22,Krylov subspace:0.75; Heat transfer:0.605; Reduction (mathematics):0.59; Building envelope:0.587; Envelope (radar):0.584; Model order reduction:0.528; Heat flux:0.462; Roof:0.451,Model Reduction and Neural Networks; Building Energy and Comfort Optimization; Heat Transfer Mechanisms,15,13.0,"[{""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 1}]",True,diamond,Procedia Engineering,1877-7058,2015.0,article,doi,,0,tdm; vor,True,22.0,1877-7058,Procedia Engineering,2015.0,journal-article
2-s2.0-84983504522,10.1007/978-3-662-47386-3_31,The geometry of chuck hoberman: As the basis for the development of dynamic experimental structures,2015,Communications in Computer and Information Science,18650929,527,,563-581,Conference Paper,Anaf M.,,,Universidade Estadual de Campinas,Brazil,2,0,,doi,,https://openalex.org/W2153017374,Márcia and Harris Anaf; Harris Nogueira de Camargo Ana Lúcia,2,Universidade Estadual de Campinas (UNICAMP),BR,https://ror.org/04wffgt70,Computer science:0.644; Architectural engineering:0.591; Motion (physics):0.494; Process (computing):0.492; Architecture:0.462; Generative Design:0.46; Parametric design:0.42; Parametric statistics:0.417,"Architecture and Computational Design; Design Education and Practice; Art, Technology, and Culture",15,3.0,"[{""year"": 2023, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}]",False,closed,Communications in computer and information science,1865-0929; 1865-0937,2015.0,book-chapter,doi,,0,tdm; vor,True,32.0,1865-0929; 1865-0937,Communications in Computer and Information Science,2015.0,book-chapter
2-s2.0-84983089561,,Influence of varying mix proportions on thermal performance of soil-cement blocks,2015,Building Simulation Applications,,2015-February,,67-74,Conference Paper,Balaji N.C.,,,Indian Institute of Science,India,4,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-85051341139,,Coupling dynamic energy and daylighting simulations for complex fenestration systems,2015,Building Simulation Applications,,2015-February,,289-296,Conference Paper,De Michele G.,,,Eurac Research,Italy,4,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84948406512,10.1016/j.proeng.2015.08.474,A Biophysical Framework of Heat Regulation Strategies for the Design of Biomimetic Building Envelopes,2015,Procedia Engineering,18777058,118,,1225-1235,Conference Paper,Badarnah L.,,,Massachusetts Institute of Technology,United States,32,1,,doi,,https://openalex.org/W2285387553,Lidia Badarnah,1,Massachusetts Institute of Technology,US,https://ror.org/042nb2s44,Context (archaeology):0.711; Biomimetics:0.696; Building envelope:0.625; Process (computing):0.622; Thermal comfort:0.518; Envelope (radar):0.516; Architectural engineering:0.496; Computer science:0.492,Building Energy and Comfort Optimization; Neurobiology and Insect Physiology Research; Conservation Techniques and Studies,40,39.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 7}, {""year"": 2024, ""cited_by_count"": 7}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 5}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 1}]",True,diamond,Procedia Engineering,1877-7058,2015.0,article,doi,,0,tdm; vor,True,45.0,1877-7058,Procedia Engineering,2015.0,journal-article
2-s2.0-84915774886,10.1016/j.cad.2014.02.010,Meteorosensitive architecture: Biomimetic building skins based on materially embedded and hygroscopically enabled responsiveness,2015,CAD Computer Aided Design,00104485,60,,50-69,Article,Reichert S.,,,Universität Stuttgart,Germany,219,0,,doi,,https://openalex.org/W2042858747,Steffen Reichert; Achim Menges; David Correa,3,University of Stuttgart,DE,https://ror.org/04vnq7t77,Biomimetics:0.685; Architecture:0.616; Computer science:0.569; Systems engineering:0.487; Scale (ratio):0.464; Biomimetic materials:0.457; Architectural engineering:0.442; Mechanical engineering:0.321,Advanced Materials and Mechanics; Architecture and Computational Design; Modular Robots and Swarm Intelligence,32,222.0,"[{""year"": 2026, ""cited_by_count"": 6}, {""year"": 2025, ""cited_by_count"": 17}, {""year"": 2024, ""cited_by_count"": 24}, {""year"": 2023, ""cited_by_count"": 24}, {""year"": 2022, ""cited_by_count"": 27}, {""year"": 2021, ""cited_by_count"": 23}, {""year"": 2020, ""cited_by_count"": 30}, {""year"": 2019, ""cited_by_count"": 21}, {""year"": 2018, ""cited_by_count"": 16}, {""year"": 2017, ""cited_by_count"": 17}, {""year"": 2016, ""cited_by_count"": 7}, {""year"": 2015, ""cited_by_count"": 8}, {""year"": 2014, ""cited_by_count"": 2}]",False,closed,Computer-Aided Design,0010-4485; 1879-2685,2014.0,article,doi,Centre Pompidou Paris; Rubner Holding AG; Glasbau Hahn GmbH; Competence Network Biomimetics; Steelcase Werndl AG; FRAC Fonds Régional d’Art Contemporain du Centre; Robert Bosch Stiftung; Kiess GmbH; Cirp GmbH; Holzhandlung Wider GmbH,10,tdm,True,41.0,0010-4485,Computer-Aided Design,2015.0,journal-article
2-s2.0-84983187877,,Experimental investigation of externally venting flames in under-ventilated compartment fires,2015,Fire and Materials 2015 14th International Conference and Exhibition Proceedings,,,,788-802,Conference Paper,Asimakopoulou E.K.,,,School of Mechanical Engineering - NTUA,Greece,0,0,,title,1.0,https://openalex.org/W2944555314,Eleni Asimakopoulou; Dionysios I. Kolaitis; Maria A. Founti,3,Belfast City Council; National Technical University of Athens,GB; GR,https://ror.org/00c5bvm83; https://ror.org/03cx6bg69,Compartment (ship):0.633; Environmental science:0.521; Forensic engineering:0.413; Poison control:0.411; Mechanics:0.32; Engineering:0.298; Medicine:0.214; Medical emergency:0.18,Fire dynamics and safety research; Evacuation and Crowd Dynamics; Combustion and Detonation Processes,11,0.0,[],True,green,Ulster University Research Portal (Ulster University),,2015.0,article,none,,0,,False,,,,,
2-s2.0-84976351961,,Simulating switchable glazing with energy plus: An empirical validation and calibration of a thermotropic glazing model,2015,14th International Conference of Ibpsa Building Simulation 2015 Bs 2015 Conference Proceedings,,,,2833-2840,Conference Paper,Favoino F.,,,University of Cambridge,United Kingdom,20,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84952041947,10.3233/978-1-61499-566-1-392,Versatile Text Extraction System for Text-to-Speech Reading Assistant Camera,2015,Studies in Health Technology and Informatics,09269630,217,,392-397,Conference Paper,Goto H.,,,Tohoku University,Japan,0,0,,doi,,https://openalex.org/W2439252540,Hideaki Goto,1,Tohoku University Hospital,JP,https://ror.org/00kcd6x60,Computer science:0.827; Distortion (music):0.562; Wearable computer:0.549; Computer vision:0.507; Artificial intelligence:0.488; Reading (process):0.471; Computer graphics (images):0.349; Embedded system:0.064,Handwritten Text Recognition Techniques; Vehicle License Plate Recognition; Advanced Image and Video Retrieval Techniques,0,1.0,"[{""year"": 2024, ""cited_by_count"": 1}]",False,closed,Studies in health technology and informatics,0926-9630; 1879-8365,2015.0,article,doi,,0,,False,0.0,0926-9630,Studies in Health Technology and Informatics,2015.0,book-chapter
