eid,abstract,abstract_status,eff_doi,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-84887981105,"This paper offers development of the building envelope that aims to revive a new expression of traditional decorative elements by applying digital technology as well as having an adaptive function. This paper also proposes a camshaft mechanism system to transform the pattern of traditional ornament that uses pre-programmed analysis data of environmental changes to parametrically drive the number of rotation phase and Lobe Lift that generates the shape of camshaft. Furthermore, this shapes drives the transformation of the basic pattern. In conclusion, this paper has developed a prototypical tool that facilitates the new approach to kinetic decorative ornaments on building envelopes.",ok,10.4028/www.scientific.net/kem.572.225,10.4028/www.scientific.net/KEM.572.225,Parametric camshaft mechanism for adaptive building envelope and kinetic building ornaments,2014,Key Engineering Materials,10139826,572,1,225-228,Article,Utama Sjarifudin F.,,,Bina Nusantara University,Indonesia,2,0,,doi,,https://openalex.org/W2055062571,Firza Utama Sjarifudin,1,Binus University,ID,https://ror.org/03zmf4s77,Camshaft:0.838; Lift (data mining):0.671; Envelope (radar):0.643; Mechanism (biology):0.537; Parametric statistics:0.515; Ornaments:0.448; Building envelope:0.442; Engineering:0.429,Architecture and Computational Design; 3D Surveying and Cultural Heritage,3,2.0,"[{""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}]",False,closed,Key engineering materials,1013-9826; 1662-9795; 1662-9809,2013.0,article,doi,,0,tdm; vor,True,5.0,1662-9795,Key Engineering Materials,2013.0,journal-article
2-s2.0-85051970214,,missing,,,Using physical testing to design and evaluate the acclimatisation of kinetic façades for daylight and thermal heat performance,2014,Acadia 2014 Design Agency Proceedings of the 34th Annual Conference of the Association for Computer Aided Design in Architecture,,2014-October,,691-698,Conference Paper,Sharaidin K.,,,RMIT University,Australia,0,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-85088358810,,missing,,,The triple bottom line benefits of climate-responsive dynamic façades,2014,30th International PLEA Conference Sustainable Habitat for Developing Societies Choosing the Way Forward Proceedings,,2,,187-196,Conference Paper,Loftness V.,,,Carnegie Mellon University,United States,1,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84923525105,"The development of dynamic building envelope technologies, which are capable of adapting to changing outdoor and indoor environments, is considered a crucial step towards the achievement of the nearly Zero Energy Building target. The main aim of this work is to present a method for defining the ideal/optimal range of adaptive thermo-optical performance of a glazed façades with different reaction time, in order to assess the potential of future adaptive glazed façades. This is achieved by means of a performance-oriented method, making use of single-objective optimisation, based on the minimisation of the total primary energy consumption. The method is applied to the case study of a reference office room with a fixed window-to-wall ratio in three different temperate climates. The results show that, as expected, the energy savings are inversely related to the façade reaction time. The amount of energy savings is a function of the variability of outdoor conditions and their closeness to the comfort range. The results from this study should be particularly useful for guiding future development of adaptive façade technologies.",ok,10.1016/j.egypro.2014.12.390,10.1016/j.egypro.2014.12.390,Towards an ideal adaptive glazed façade for office buildings,2014,Energy Procedia,18766102,62,,289-298,Conference Paper,Favoino F.,,,University of Cambridge,United Kingdom,38,1,,doi,,https://openalex.org/W2048084690,Fabio Favoino; Qian Jin; Mauro Overend,3,University of Cambridge; Tongji University; Shanghai Tongji Urban Planning and Design Institute,GB; CN,https://ror.org/013meh722; https://ror.org/03rc6as71; https://ror.org/03gb38m78,Closeness:0.614; Architectural engineering:0.541; Energy consumption:0.514; Computer science:0.481; Facade:0.47; Range (aeronautics):0.443; Building envelope:0.423; Engineering:0.309,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Transition Metal Oxide Nanomaterials,16,43.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 3}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 8}, {""year"": 2019, ""cited_by_count"": 3}, {""year"": 2018, ""cited_by_count"": 7}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 4}, {""year"": 2015, ""cited_by_count"": 7}]",True,diamond,Energy Procedia,1876-6102,2014.0,article,doi,,0,tdm; vor,True,20.0,1876-6102,Energy Procedia,2014.0,journal-article
2-s2.0-85203479433,,missing,10.1115/1.4027154,10.1115/1.4027154,Evaluation of impact of shading devices on energy consumption of buildings in tropical regions,2014,Journal of Energy Resources Technology Transactions of the ASME,01950738,136,2,,Article,Samanta A.,,,Indian Institute of Social Welfare and Business Management,India,17,0,,doi,,https://openalex.org/W2080021358,Akash Samanta; Saibal Saha; Jhumoor Biswas; Arindam Dutta,4,Indian Institute of Social Welfare and Business Management; Usha Martin (India),IN,https://ror.org/01q2x5x62; https://ror.org/05ctqth87,Shading:0.936; TRNSYS:0.8; Energy consumption:0.652; Computer science:0.489; Thermal comfort:0.452; Energy (signal processing):0.435; Thermal:0.419; Simulation:0.391,Building Energy and Comfort Optimization; Energy Load and Power Forecasting; Wind and Air Flow Studies,16,22.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2015, ""cited_by_count"": 1}]",False,closed,Journal of Energy Resources Technology,0195-0738; 1528-8994,2014.0,article,doi,,0,,False,21.0,0195-0738; 1528-8994,Journal of Energy Resources Technology,2014.0,journal-article
2-s2.0-84899830699,"Automatically-operated dynamic facades can play an important role in reducing building energy consumption while maintaining high levels of indoor environmental quality. Facade automation, however, has a controversial reputation due to concerns about increased risks for occupant distraction and discomfort. This paper explores and quantifies the influence of automated facade operation on user satisfaction and interaction by presenting the results of a pilot study. In the experiment with 26 participants, multiple scenarios with varying control strategies and occupant influence options were tested, with a focus on dynamic daylight aspects and visual performance. Analysis of subject responses and data collected during experimental sessions did not directly reveal a high risk for disturbance and discomfort. We found that less frequent but discrete transitions in facade configuration are significantly better appreciated than smooth transitions at a higher frequency. Our findings also emphasize the need for further development of effective facade control algorithms and demonstrate that the ability for manual override is a requisite for high-performance operation of dynamic facades.",ok,10.1016/j.buildenv.2014.04.007,10.1016/j.buildenv.2014.04.007,User satisfaction and interaction with automated dynamic facades: A pilot study,2014,Building and Environment,03601323,78,,44-52,Article,Bakker L.,,,Nederlandse Organisatie voor toegepast natuurwetenschappelijk onderzoek- TNO,Netherlands,119,2,,doi,,https://openalex.org/W2143032245,L.G. Bakker; E.C.M. Hoes-van Oeffelen; Roel Loonen; Jlm Jan Hensen,4,Netherlands Organisation for Applied Scientific Research; Eindhoven University of Technology,NL,https://ror.org/01bnjb948; https://ror.org/02c2kyt77,Facade:0.97; Daylight:0.637; Architectural engineering:0.5; Computer science:0.468; Reputation:0.467; Quality (philosophy):0.458; Control (management):0.456; Engineering:0.432,Building Energy and Comfort Optimization; Facilities and Workplace Management; Noise Effects and Management,34,128.0,"[{""year"": 2026, ""cited_by_count"": 4}, {""year"": 2025, ""cited_by_count"": 7}, {""year"": 2024, ""cited_by_count"": 10}, {""year"": 2023, ""cited_by_count"": 9}, {""year"": 2022, ""cited_by_count"": 14}, {""year"": 2021, ""cited_by_count"": 10}, {""year"": 2020, ""cited_by_count"": 17}, {""year"": 2019, ""cited_by_count"": 14}, {""year"": 2018, ""cited_by_count"": 11}, {""year"": 2017, ""cited_by_count"": 9}, {""year"": 2016, ""cited_by_count"": 9}, {""year"": 2015, ""cited_by_count"": 10}, {""year"": 2014, ""cited_by_count"": 4}]",True,green,Building and Environment,0360-1323; 1873-684X,2014.0,article,doi,,0,,False,31.0,0360-1323,Building and Environment,2014.0,journal-article
2-s2.0-84904682271,,missing,10.52842/conf.caadria.2014.055,10.52842/conf.caadria.2014.055,An adaptive decision-making framework for designing material behaviours,2014,Rethinking Comprehensive Design Speculative Counterculture Proceedings of the 19th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2014,,,,55-64,Conference Paper,Krietemeyer B.,,,Syracuse University,United States,1,1,,doi,,https://openalex.org/W4298258538,Bess Krietemeyer,1,Syracuse University,US,https://ror.org/025r5qe02,Negotiation:0.754; Computer science:0.751; Human–computer interaction:0.654; Envelope (radar):0.622; Building envelope:0.464; Energy (signal processing):0.448; Simulation:0.32; Meteorology:0.0,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Architecture and Computational Design,4,0.0,[],True,bronze,Proceedings of the International Conference on Computer-Aided Architectural Design Research in Asia,2710-4257; 2710-4265,2014.0,article,doi,,0,,False,0.0,2710-4265,CAADRIA proceedings,2014.0,proceedings-article
2-s2.0-85037166977,,missing,10.52842/conf.acadia.2014.281,,Harvest shade screens programming material for optimal energy building skins,2014,Acadia 2014 Design Agency Proceedings of the 34th Annual Conference of the Association for Computer Aided Design in Architecture,,2014-October,,281-290,Conference Paper,Grinham J.,,,Harvard University,United States,12,0,,title,1.0,https://openalex.org/W4298863644,Jonathan Grinham; Robert Blabolil; Jeremy Haak,3,,,,Architectural engineering:0.617; Computer science:0.521; Energy (signal processing):0.487; Engineering:0.251; Mathematics:0.107; Statistics:0.0,Architecture and Computational Design,0,13.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 5}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 1}]",True,bronze,ACADIA quarterly,1079-9680,2014.0,article,none,,0,,False,,,,,
2-s2.0-84907483520,"A lighting control strategy using daylighting is important to reduce energy consumption, and to provide occupants with visual comfort. The objective of this research is to evaluate visual comfort and building energy demand, and suggest lighting and shading control strategies for visual comfort and building energy savings. This research intends to achieve visual comfort and energy savings in an office building, by means of visual environmental control, and focuses on a quantitative criterion (illuminance), and a qualitative criterion (glare index) in daylighting. We used HDR images captured in real scene and simulation (DIVA-for-Rhino) for glare evaluation. The measured data from the mock-up room and the scale model were compared, to validate the simulation tool. Vertical eye illuminance (Ev) is recommended for the glare index, in place of the DGI or DGP. To prevent disturbing glare and to secure maximum daylight, control strategies of lighting and shading are suggested, related to the Ev value. In addition, the EnergyPlus program was used for calculation of the annual energy consumption. Building energy consumption is presented according to three building orientations, and 10 control strategies of lighting and shading. If there is no need to consider glare, a blind slat angle of 0° or dynamic shading is better in winter, regardless of the building orientation. In summer, a blind slat angle of 30° (static angle) or dynamic shading is suitable for an energy efficient and anti-glare control strategy.",ok,10.1016/j.enbuild.2014.07.040,10.1016/j.enbuild.2014.07.040,The influence of shading control strategies on the visual comfort and energy demand of office buildings,2014,Energy and Buildings,03787788,84,,70-85,Article,Yun G.,,,Korea University,South Korea,160,0,,doi,,https://openalex.org/W2038373579,Gyeong Yun; Kap Chun Yoon; Kang Soo Kim,3,Korea University,KR,https://ror.org/047dqcg40,GLARE:0.868; Daylight:0.795; Daylighting:0.76; Shading:0.747; Illuminance:0.728; Energy consumption:0.583; Energy (signal processing):0.441; Computer science:0.439,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Impact of Light on Environment and Health,25,165.0,"[{""year"": 2026, ""cited_by_count"": 3}, {""year"": 2025, ""cited_by_count"": 7}, {""year"": 2024, ""cited_by_count"": 8}, {""year"": 2023, ""cited_by_count"": 15}, {""year"": 2022, ""cited_by_count"": 21}, {""year"": 2021, ""cited_by_count"": 18}, {""year"": 2020, ""cited_by_count"": 20}, {""year"": 2019, ""cited_by_count"": 17}, {""year"": 2018, ""cited_by_count"": 22}, {""year"": 2017, ""cited_by_count"": 12}, {""year"": 2016, ""cited_by_count"": 15}, {""year"": 2015, ""cited_by_count"": 6}, {""year"": 2014, ""cited_by_count"": 1}]",False,closed,Energy and Buildings,0378-7788; 1872-6178,2014.0,article,doi,"National Research Foundation of Korea; Ministry of Education, Science and Technology; Korea University",3,tdm,True,30.0,0378-7788,Energy and Buildings,2014.0,journal-article
2-s2.0-84901823324,,missing,10.5555/2664323.2664329,,Acacia: A simulation platform for highly responsive smart facades,2014,Simulation Series,07359276,46,7,41-48,Conference Paper,Llach D.C.,,,Pennsylvania State University,United States,1,0,,title,1.0,https://openalex.org/W2208131011,Daniel Cardoso Llach; Avni A. Argun; Dimitar Dimitrov; Qi Ai,4,Pennsylvania State University; Giner (United States),US,https://ror.org/04p491231; https://ror.org/00mzdcr22,Facade:0.856; Architectural engineering:0.606; Computer science:0.595; Systems engineering:0.503; Software:0.429; Transmittance:0.415; Engineering:0.334; Civil engineering:0.177,Transition Metal Oxide Nanomaterials; Tactile and Sensory Interactions; Building Energy and Comfort Optimization,20,2.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}]",False,closed,Annual Simulation Symposium,,2014.0,article,none,,0,,False,,,,,
2-s2.0-84903825447,"Building automation systems (BAS) allow automated control of equipment and eventually control of indoor conditions. Indeed, BAS are becoming a powerful tool to improve the energy performance and occupant comfort, introducing the concept of ""intelligent building"". At this regard, there is a need to build a knowledge base and to develop suitable algorithms for a smart management. Fuzzy logic is a valuable candidate for building robust algorithms. The aim of the present work is to demonstrate that a fuzzy logic approach is able to optimize the level of energy performance and comfort taking advantage of solar energy and BAS in an office space. In fact, solar energy can be used in the form of daylight and solar heat gain, benefiting both energy performance and psychophysical comfort, provided that dynamic façade elements and integrated multi criteria decision making methods are used. In this paper has been developed a virtual model of a smart office room (SOR), equipped with dynamic shading, lighting and air conditioning control system. Different scenarios were considered as follows: i) control versus no-control; ii) economy versus comfort mode; iii) summer versus winter scenario; iv) fluorescent versus LED lighting; v) dimming versus switching lighting control. The configured control model makes comfort mode energy performance similar to that of economy mode, thus demonstrating that the use of solar energy and BAS benefits energy saving and comfort as well. In addition, both economy comfort mode exhibited a better energy performance than non-controlled scenarios. In conclusion, the proposed model is a valuable tool to optimize comfort features and yet decreasing the energy demand.",ok,10.1109/eeeic.2014.6835853,10.1109/EEEIC.2014.6835853,Design of a fuzzy-based control system for energy saving and users comfort,2014,2014 14th International Conference on Environment and Electrical Engineering Eeeic 2014 Conference Proceedings,,,,142-147,Conference Paper,Martirano L.,,,Sapienza Università di Roma,Italy,18,0,,doi,,https://openalex.org/W2067396243,Luigi Martirano; Matteo Manganelli; Luigi Parise; Danilo Sbordone,4,Sapienza University of Rome,IT,https://ror.org/02be6w209,Daylight:0.701; Building automation:0.636; Efficient energy use:0.572; Computer science:0.525; Thermal comfort:0.525; Fuzzy logic:0.493; Energy (signal processing):0.489; Air conditioning:0.478,Building Energy and Comfort Optimization; Urban Heat Island Mitigation,27,18.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 3}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 5}, {""year"": 2014, ""cited_by_count"": 1}]",False,closed,,,2014.0,article,doi,,0,,False,28.0,,2014 14th International Conference on Environment and Electrical Engineering,2014.0,proceedings-article
2-s2.0-84896841578,"This paper will cover the development of Adaptive secondary skin system. Adaptation is essential to managing the problem of climate change. In order to meet this growing challenge, the system will propose a new generation of secondary skin that optimize their configuration in real time by responding to environmental. Performance-based technologies in architectural element have barely lived up to their full potential. The secondary skin system is developed using kinetic object method that could generate changeability in its shape, pattern, and orientation that was controlled by actuators. These actuators received inputs from surrounding environmental data. Furthermore parametric tools, sensors, and environmental modeling was used to create truly dynamic and responsive secondary building skin.",ok,10.4028/www.scientific.net/amm.534.125,10.4028/www.scientific.net/AMM.534.125,Adaptive system development for secondary skin,2014,Applied Mechanics and Materials,16609336,534,,125-130,Conference Paper,Sjarifudin F.U.,,,Bina Nusantara University,Indonesia,2,0,,doi,,https://openalex.org/W2045810080,Firza Utama Sjarifudin,1,Binus University,ID,https://ror.org/03zmf4s77,Secondary development:0.769; Actuator:0.63; Adaptation (eye):0.589; Cover (algebra):0.564; Engineering:0.503; Object (grammar):0.488; Parametric statistics:0.478; Parametric design:0.449,Building Energy and Comfort Optimization; Architecture and Computational Design; Design Education and Practice,3,2.0,"[{""year"": 2022, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}]",False,closed,Applied Mechanics and Materials,1660-9336; 1662-7482; 2297-8941,2014.0,article,doi,,0,tdm; vor,True,9.0,1662-7482,Applied Mechanics and Materials,2014.0,journal-article
2-s2.0-84890119885,"Responsive building elements (RBEs), renewable energy sources (RES) and energy storage within the building are considered as a key issue for the development of zero energy/emission buildings. The exploitation at the building scale of RES and of the opportunities offered by the environment can be achieved through the ability of the RBEs to dynamically adapt to changing environmental conditions. Among various concepts, advanced integrated façades (AIFs) are probably one the most promising technologies, due to the important role that the building envelope plays in controlling the energy and mass flows between the building and the outdoor environment.In the framework of a research activity on AIFs, a new multifunctional façade module (MFM), called ACTRESS (ACTive, RESponsive and Solar) has been conceived and a prototype built for analyzing the energy performance and the potentialities of such envelope components. The work presented in the paper introduces the MFM features and illustrates the results of an experimental campaign performed for the winter (heating) season.",ok,10.1016/j.enbuild.2013.08.066,10.1016/j.enbuild.2013.08.066,Experimental assessment of the energy performance of an advanced responsive multifunctional façade module,2014,Energy and Buildings,03787788,68,PART B,647-659,Article,Favoino F.,,,Politecnico di Torino,Italy,56,0,,doi,,https://openalex.org/W2016651774,Fabio Favoino; Francesco Goia; Marco Perino; Valentina Serra,4,Polytechnic University of Turin; Norwegian University of Science and Technology,IT; NO,https://ror.org/00bgk9508; https://ror.org/05xg72x27,Building envelope:0.748; Renewable energy:0.641; Architectural engineering:0.637; Envelope (radar):0.535; Zero-energy building:0.525; Work (physics):0.516; Engineering:0.495; Energy performance:0.492,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Solar Energy Systems and Technologies,15,75.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 7}, {""year"": 2023, ""cited_by_count"": 8}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 6}, {""year"": 2020, ""cited_by_count"": 5}, {""year"": 2019, ""cited_by_count"": 4}, {""year"": 2018, ""cited_by_count"": 6}, {""year"": 2017, ""cited_by_count"": 5}, {""year"": 2016, ""cited_by_count"": 7}, {""year"": 2015, ""cited_by_count"": 17}, {""year"": 2014, ""cited_by_count"": 3}]",False,closed,Energy and Buildings,0378-7788; 1872-6178,2013.0,article,doi,,0,,False,20.0,0378-7788,Energy and Buildings,2014.0,journal-article
2-s2.0-84887384538,"In response to the non-trivial problem of overheating in glass roofed buildings in low latitudes a study was undertaken to reduce discomfort and high energy consumption in a large atrium building in China. This paper reports on the development of a shading system designed for that building as a remedial solution to reduce temperatures while maintaining adequate levels of natural lighting in the atrium spaces of a large multifunctional commercial building. The effects of the shading system on both the physical indoor environment and its economic implications were analysed using implemented models. Calibrated with the data measured in the building during the hottest season, summer, the models were used to test both thermal and lighting performance of two shading arrangements: high and low level blinds in both open and covered modes on typical overcast days and clear days in summer and winter respectively. Also tested were two types of fabric used for the blinds.The performance of these tested cases was assessed for solar gain, cooling loads, internal surface temperatures, air temperatures and operative temperatures of both ground floor and surrounding walkways on various levels within the atrium, the major circulation areas. The results reveal that the high level shading, with blinds fixed close to the glazed roof are generally less effective in the provision of thermal and lighting conditions of the atrium, than the low level shading, where blinds are fixed 3–5 m below the glazed roof to form a ventilated void. The financial benefits of these remedial solutions were also assessed using standard economic analysis methods to provide recommendations on their costs and payback periods.",ok,10.1016/j.buildenv.2013.10.003,10.1016/j.buildenv.2013.10.003,Developing a weather responsive internal shading system for atrium spaces of a commercial building in tropical climates,2014,Building and Environment,03601323,71,,259-274,Article,Wang F.,,,Heriot-Watt University,United Kingdom,33,0,,doi,,https://openalex.org/W2045511605,Fan Wang; Kittitach Pichatwatana; Sue Roaf; Lihuan Zhao; Zhichao Zhu; Jingyan Li,6,Heriot-Watt University; South China University of Technology,GB; CN,https://ror.org/04mghma93; https://ror.org/0530pts50,Tropical climate:0.554; Shading:0.55; Meteorology:0.426; Architectural engineering:0.419; Tropics:0.418; Environmental science:0.387; Geography:0.385; Climatology:0.378,Architecture and Computational Design,7,36.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 4}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 6}, {""year"": 2018, ""cited_by_count"": 4}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 2}, {""year"": 2014, ""cited_by_count"": 3}]",False,closed,Building and Environment,0360-1323; 1873-684X,2013.0,article,doi,,0,,False,25.0,0360-1323,Building and Environment,2014.0,journal-article
2-s2.0-84901463928,"This research analyzes SOHO (Small Office Home Office) which can adjust to the need of visual comfort for the users through natural daylighting and also can be adapted to standard requirements of 14 creative industry workspace in Jakartas. The method of the research is by simulating the SOHO unit with variation of shading opening angles in order to adapt to each unit. Analysis done to every shading opening angle to get the appropriate daylight intensity level which support the work activities in every unit for the whole day. In order for the shading to be able to adapt to the changing daylight condition, previously developed parametric camshaft mechanism was used. The study found that the visual comfort for SOHO with creative industries workers in Jakarta can be achieve by varying the shading opening angles between 15-75°.",ok,10.1051/epjconf/20146800037,10.1051/epjconf/20146800037,Daylight adaptive shading using parametric camshaft mechanism for SOHO in Jakarta,2014,EPJ Web of Conferences,21016275,68,,,Conference Paper,Sjarifudin F.,,,Bina Nusantara University,Indonesia,9,1,,doi,,https://openalex.org/W2165720079,Firza Utama Sjarifudin; Laurensia Justina,2,Binus University,ID,https://ror.org/03zmf4s77,Daylight:0.802; Shading:0.765; Workspace:0.647; Daylighting:0.579; Unit (ring theory):0.496; Computer science:0.463; Parametric design:0.427; Architectural engineering:0.415,Architectural and Urban Studies; Building Energy and Comfort Optimization; Architecture and Cultural Influences,6,11.0,"[{""year"": 2024, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}]",True,diamond,EPJ Web of Conferences,2100-014X; 2101-6275,2014.0,article,doi,,0,,False,9.0,2100-014X,EPJ Web of Conferences,2014.0,journal-article
2-s2.0-84907056781,In this paper we analyse the influence of linear thermal bridges (LTB) on the overall thermal performance of the building envelope. Two different...,ok,10.2495/arc140281,10.2495/ARC140281,Contribution of linear thermal bridges to the overall thermal performance of the building envelope: Dynamic analysis,2014,Wit Transactions on the Built Environment,17433509,142,,321-332,Conference Paper,Simões N.,,,"Instituto de Investigação e Desenvolvimento Tecnológico para a Construção, Energia, Ambiente e Sustentabilidade;University of Coimbra, Centro de Investigação em Ciências da Construção",Portugal;Portugal,2,1,,doi,,https://openalex.org/W2044382852,Nuno Simões; J. Prata; A. Tadeu,3,University of Coimbra,PT,https://ror.org/04z8k9a98,Building envelope:0.789; Heat transfer:0.689; Thermal:0.615; Computer science:0.476; Envelope (radar):0.451; Building model:0.442; Heat flow:0.425; Mechanics:0.367,Building Energy and Comfort Optimization; Wind and Air Flow Studies; Urban Heat Island Mitigation,11,5.0,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 1}]",True,bronze,WIT transactions on the built environment,1743-3509; 1746-4498,2014.0,article,doi,,0,,False,0.0,1743-3509; 1746-4498,WIT Transactions on The Built Environment,2014.0,proceedings-article
2-s2.0-85101090706,"This paper shows the results of a research activity aimed at assessing the advantages of an ideal adaptive building skin over conventional building envelope systems.The basic idea underlying the research consists in imagining an ideal building envelope system characterised by the capability of continuously changing (within a certain range) some of its thermo-physical and optical properties. The reason for the continuous tuning of thermo-physical and optical properties lies in the assumption that an optimised (fixed) configuration, where the properties do not change over time, is not able to minimise the total energy demand of the building at each moment.For the sake of this purpose, an ideal dynamic WWR (Window-to-Wall Ratio) building envelope system for low energy office buildings was modelled and simulated. An integrated, commercial thermal-lighting building simulation tool (EnergyPlus) was used to perform the calculation. The energy performance of such a system was then analysed and compared against the performance of a conventional façade realised with best-available technologies.The results of the investigation demonstrated the advantages of a dynamic WWR configuration over a static one. However, the improvements achieved in energy demand were lower than expected. This behaviour is strictly related to the configuration of the building used as a reference, which already showed a very high energy performance.Limitations presented by the research method are also briefly pointed out and discussed.",ok,10.1016/j.egypro.2014.10.427,10.1016/j.egypro.2014.10.427,The Impact of an Ideal Dynamic Building Envelope on the Energy Performance of Low Energy Office Buildings,2014,Energy Procedia,18766102,58,,185-192,Conference Paper,Goia F.,,,Norges Teknisk-Naturvitenskapelige Universitet,Norway,20,1,,doi,,https://openalex.org/W2093624973,Francesco Goia; Ylenia Cascone,2,University of Turin,IT,https://ror.org/048tbm396,Building envelope:0.799; Envelope (radar):0.717; Moment (physics):0.601; Ideal (ethics):0.585; Energy (signal processing):0.575; Building science:0.561; Energy performance:0.49; Range (aeronautics):0.482,Building Energy and Comfort Optimization,6,21.0,"[{""year"": 2025, ""cited_by_count"": 4}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 6}]",True,diamond,Energy Procedia,1876-6102,2014.0,article,doi,,0,tdm; vor,True,8.0,1876-6102,Energy Procedia,2014.0,journal-article
