eid,orig_doi,eff_doi,title,source,doctype,stage1_decision,publisher,abstract_status,abstract_len,abstract
2-s2.0-84954063411,10.1109/MIAS.2015.2459097,10.1109/mias.2015.2459097,A Fuzzy-Based Building Automation Control System: Optimizing the Level of Energy Performance and Comfort in an Office Space by Taking Advantage of Building Automation Systems and Solar Energy,IEEE Industry Applications Magazine,Article,uncertain,ieee,ok,1290,"Building automation systems (BASs) are the key to improving the energy performance of buildings as well as the occupants' comfort. There is a need to build a knowledge base on the matter and to grow suitable algorithms for a smart management of intelligent buildings. Therefore, fuzzy logic is a valuable candidate for developing robust algorithms. The scope of this article is to validate a fuzzy-logic approach with the ability to optimize the level of energy performance and comfort in an office space by taking advantage of BASs and solar energy. In BASs, dynamic elements, e.g., dynamic facade and luminaires, can exploit daylight and solar gain based on the condition that well-programmed integrated multicriteria decision-making methods are used. In this article, a virtual model of a smart office room (SOR) equipped with dynamic shading, lighting, and an air-conditioning control system was studied, and four different scenarios were considered: control versus no control, economy versus comfort mode, fluorescent versus light-emitting diode (LED), and dimming versus switching. Both economy and comfort mode showed a better energy performance than the noncontrolled scenarios. In conclusion, the proposed model is a valuable tool for optimizing comfort features and energy demand."
2-s2.0-85007134380,10.1002/ese3.115,10.1002/ese3.115,Parametric analysis and systems design of dynamic photovoltaic shading modules,Energy Science and Engineering,Article,uncertain,wiley,ok,1777,"Shading systems improve building energy performance and occupant comfort by controlling glare, natural lighting, and solar gain. Integrating PV (photovoltaics) in shading systems opens new opportunities for BIPV (building integrated photovoltaics) on façades. A key problem of such systems is mutual shading among PV modules as it can lead to electrical mismatch losses and overheating effects. In this work, we present a new modeling framework, which couples parametric 3D with high-resolution electrical modeling of thin-film PV modules to simulate electric energy yield of geometrically complex PV applications. The developed method is able to predict the shading pattern for individual PV modules with high spatio-temporal resolution, which is of great importance for electrical system design. The methodology is applied to evaluate the performance of different dynamic BIPV shading system configurations, as well as its sensitivity to façade orientation and module arrangement. The analysis shows, that there is a trade-off between tracking performance and mutual shading of modules. Distance between modules is a critical parameter influencing the amount of mutual shading and hence limiting solar irradiation and electricity generation of PV shading systems using solar tracking. Planning of module string configuration, PV cell orientation, and location of bypass diodes according to partial shading conditions, reduces electrical mismatch losses and results in significantly higher electricity generation. The integration of parametric 3D and electrical modeling opens new possibilities for PV system design and dynamic control optimization. Though the analysis focuses on BIPV, the method is useful for the planning and operation of solar tracking systems in general."
2-s2.0-84951733541,10.1016/j.apenergy.2015.10.123,10.1016/j.apenergy.2015.10.123,New equivalent parameters for thermal characterization of opaque building envelope components under dynamic conditions,Applied Energy,Article,uncertain,elsevier,ok,1614,"As reported in the scientific literature and mentioned in building energy performance legislation, the thermal inertia of the opaque building envelope can have a significant positive impact on the reduction of summer indoor overheating, of space cooling peak load and of electricity consumption.At the early stages of the envelope design, there is a need to use simplified as well as effective parameters to correctly characterize the thermal performance of the opaque envelope under dynamic conditions.In this work, a new methodology to describe the dynamic thermal behavior of opaque components is proposed. The approach is based on the harmonic parameters specified in ISO 13786 but it also takes into account realistic boundary conditions for different orientations and solar absorptance values. New equivalent thermal parameters are determined by means of dynamic simulations. The use of these parameters to assess the conduction heat flow rate by means of a simplified model is validated through a comparison with the results of a dynamic simulation.The method presented in the article represents an improvement with respect to the parameters usually applied at the early design stage to thermally characterize the opaque envelope of the building under dynamic conditions. In fact, it allows simplified but reliable performance parameters referring to actual boundary conditions to be obtained. The application potential of the proposed methodology lies in the drawing-up of catalogues and technical standards that supply the values of the new equivalent thermal parameters for different technical solutions."
2-s2.0-84930357742,10.1080/17512549.2015.1040071,10.1080/17512549.2015.1040071,Adaptation of London's social housing to climate change through retrofit: a holistic evaluation approach,Advances in Building Energy Research,Article,uncertain,taylor_francis,ok,1391,"The UK social housing stock is highly vulnerable to climate change-induced indoor overheating. This paper presents an evaluation framework for the climate change resilience of the London social housing stock that combines dynamic thermal modelling to assess the impact of retrofit on current and future indoor temperatures and a carbon and economic analysis of retrofit packages to predict their ranking based on the priorities of different socio-economic groups. Under the 2050s High emissions scenario, 90th percentile probability, unventilated flats in the case study building were found to overheat in the future (63% increase compared to the current climate), while natural ventilation kept the overheating hours within acceptable limits. Internally applied wall insulation combined with low ventilation rates could potentially increase future overheating (48% increase). Fixed shading had a reverse impact, reducing the overheating hours by 28%, but increasing the winter heating demand by 19.5% compared to the pre-retrofit performance of the building. Movable external louvers provided a better balance between cooling and heating needs, reducing the overheating hours by 37.5% and increasing heating demand by 8%. The study findings indicate the need for optimization of social housing retrofit packages in order to combine carbon emissions reduction with future climate resilience."
2-s2.0-85006059028,10.1016/j.egypro.2016.06.218,10.1016/j.egypro.2016.06.218,"Adaptive Façade: Concept, Applications, Research Questions",Energy Procedia,Conference Paper,uncertain,elsevier,ok,748,"Adaptive building envelopes can provide improvements in the building energy efficiency and economics, through their capability to change their behaviour in real time according to indoor-outdoor parameters, by means of materials, components and systems. Therefore, adaptive façades can make a significant and viable contribution to meeting the EU's 2020 targets. Several different types of adaptive façade concepts have already been developed, and an increase in emerging, innovative solutions is expected for the near future. The objective of this paper is to contribute to these developments by presenting the findings of an analysis of the existing concepts and case studies and by proposing a new approach for characterization of these elements."
2-s2.0-84978285990,10.1007/978-3-319-40542-1_72,10.1007/978-3-319-40542-1_72,Sync-BIM: The interactive BIM-based platform for controlling data-driven kinetic façade,Communications in Computer and Information Science,Conference Paper,include,springer,ok,929,"The research presents a methodology and tool development which delineates the performance-based building active control system. We demonstrates the integration of environment sensors, the parametric engine, and interactive facade components by using the BIM-based system called Sync-BIM. It is developed by the BIM-based parametric engine called Dynamo. The Dynamo engine works as the building brain to determine the interactive control scenarios between buildings and surroundings micro-climate conditions. There are three sequent procedures including 1. data input, 2. scenario process, and command output to loop the interactive control scenarios. The kinetic façade prototype embedded with Sync-BIM system adopts the daylight values as the parameter to control the transformation of façade units. The kinetic façade units dynamically harvest the daylight via opening ratios for the sake of higher building energy performance."
2-s2.0-84973538521,,10.52842/conf.caadria.2016.259,Adaptive building facade optimisation : An integrated Green-BIM approach,Caadria 2016 21st International Conference on Computer Aided Architectural Design Research in Asia Living Systems and Micro Utopias Towards Continuous Designing,Conference Paper,uncertain,other,missing,0,
2-s2.0-85125468288,,,Origami Explorations A Generative Parametric Technique For kinetic cellular façade to optimize Daylight Performance,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,include,no_doi,missing,0,
2-s2.0-84973526839,,10.52842/conf.caadria.2016.425,Adaptive decorative building skin,Caadria 2016 21st International Conference on Computer Aided Architectural Design Research in Asia Living Systems and Micro Utopias Towards Continuous Designing,Conference Paper,uncertain,other,missing,0,
2-s2.0-84973549990,,,The development of kinetic façade units with BIM-based active control system for the adaptive building energy performance service,Caadria 2016 21st International Conference on Computer Aided Architectural Design Research in Asia Living Systems and Micro Utopias Towards Continuous Designing,Conference Paper,include,no_doi,missing,0,
2-s2.0-85067901098,,,A method of energy simulation for dynamic building envelopes,ASHRAE and Ibpsa Usa Building Simulation Conference,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-84960221188,10.4324/9781315775869,10.4324/9781315775869,Architecture of change: Adaptive building skins,Routledge Companion for Architecture Design and Practice Established and Emerging Trends,Book Chapter,uncertain,other,ok,159,The Routledge Companion for Architecture Design and Practice provides an overview of established and emerging trends in architecture practice. Contributions of
2-s2.0-85127769591,,10.52842/conf.ecaade.2016.1.639,Material Active Geometry Constituting Programmable Materials for Responsive Building Skins,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,uncertain,other,missing,0,
2-s2.0-85119252021,10.1002/SDTP.10687,10.1002/sdtp.10687,Liquid Crystal Windows for Adaptive Facades,Digest of Technical Papers SID International Symposium,Conference Paper,uncertain,wiley,ok,301,"Liquid crystal windows can dynamically regulate the influx of light and heat into buildings, reducing overheating and glare. Different applications, such as houses or offices, offer different challenges for the LC windows. The technology is presented as well as examples of installations in the field."
2-s2.0-84992428115,10.1016/j.proeng.2016.08.029,10.1016/j.proeng.2016.08.029,The Sustainability of Adaptive Envelopes: Developments of Kinetic Architecture,Procedia Engineering,Conference Paper,include,elsevier,ok,1179,"The paper presents an overview of adaptable envelopes and shading systems applied in contemporary architecture; it offers a study of different design approaches and a brief analysis of exemplifying case studies. The aim of the research is the gathering of built examples relevant to outlining a state of the arts of adaptive façade systems and also understanding their environmental performances. Nowadays two different trends emerge in building development. On the one side the new challenge is given by the possibility to reconfigure the new spaces following environmental changes and users needs, while on the other the focus is on the increase of efficiency and the optimisation of materials for reducing energy consumptions in constructions. The building envelope is the primary subsystem through which external conditions and environmental changes can be regulated and therefore acquires great relevance in the development of new approaches to sustainable building solutions. In this review paper several examples are shown and compared, understanding the search for dynamics applied in architecture and the effectiveness from an environmental sustainability point of view."
2-s2.0-85015006307,10.1201/b20891-86,10.1201/b20891-86,An oak composite thermal dynamic envelope,Structures and Architecture Proceedings of the 3rd International Conference on Structures and Architecture Icsa 2016,Conference Paper,uncertain,other,missing,0,
2-s2.0-85127763144,,10.52842/conf.ecaade.2016.1.529,Using Tensegrity and Folding to Generate Soft Responsive Architectural Skins,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,include,other,missing,0,
2-s2.0-84958952705,10.1007/978-94-017-7515-1_26,10.1007/978-94-017-7515-1_26,Optimization of a wood plastic composite to produce a new dynamic shading system,Rilem Bookseries,Conference Paper,uncertain,springer,ok,1577,"The shading systems of the windows may play a protagonist role in the reduction of energy consumption in lighting, artificial ventilation and air conditioning, contributing to sustainable development regarding bioclimatic architecture and improvement of the energetic efficiency in buildings. This work, resulting from a partnership between architecture and materials science, reports the development of an innovative and dynamic shading system that simultaneously fulfils various aesthetic, functional and environmental requirements. The original design of the system, derived from this collaboration, enables an industrial low cost production in virtue of the selection of technologies and materials concurrently adequate to multiple objectives. This work also aims at contributing to a sustainable construction through the use of eco-friendly materials such as biocomposites produced from recyclable polymers and vegetable fibres, using extrusion as processing technology both for blending the raw materials and for the shutter units production. The optimization of materials for this specific application involved wood plastic composites (WPC) based on high density polyethylene (HDPE), industrial residues of pine sawdust and additives such as coupling agents, pigments and UV protectors. Results showed that the optimized WPC made from recycled industrial pine wood residues presents thermal stability, mechanical strength and water absorption appropriate to be applied in the production of the new architectural solutions such as the innovative shading system presented."
2-s2.0-84968903143,10.3130/jaabe.15.335,10.3130/jaabe.15.335,Fundamental study on the optimal design of a folding shading device: Solar radiation model & potential cooling load saving,Journal of Asian Architecture and Building Engineering,Article,include,other,ok,1409,"This study was performed to evaluate the thermal performance of a Folding Shading Device (FSD), focusing on analyzing the effects of cooling load reduction through computer simulation for the system when it is installed on the south facing wall of a building. The results demonstrate that the use of the FSD allows simultaneous consideration of the altitude and azimuth of the sun, while the projected length of the shade can also be adjusted. A mathematical model for the calculation of the shaded area provided by the FSD by considering the size of the fittings was therefore suggested. In addition, the performance evaluation revealed that the installation of existing types of horizontal, vertical, and lattice shading devices installed for the cooling period in a building would lead to the reduction ratios of solar radiation of 17.45-46.98%, 4.70-14.77%, and 26.17-75.17%, respectively. However, the FSD showed the greatest reduction ratio of 22.15-61.74%. In addition, the reduction ratios of cooling loads for the existing horizontal, vertical, and grating shading devices were 6.72-17.23%, 1.68-5.46%, and 10.08-26.89%, respectively, while the FSD achieved the greatest reduction ratio of 8.40-21.85%. Therefore, if the FSD suggested in this study is applied to a building, it can be expected to achieve reductions of the cooling load, thus contributing to the reduction of greenhouse gas emissions."
2-s2.0-85015265028,10.3762/BJNANO.7.200,10.3762/bjnano.7.200,"The cleaner, the greener? Product sustainability assessment of the biomimetic façade paint Lotusan® in comparison to the conventional façade paint Jumbosil®",Beilstein Journal of Nanotechnology,Article,uncertain,other,missing,0,
2-s2.0-85015184129,10.1109/WF-IoT.2016.7845436,10.1109/wf-iot.2016.7845436,Adaptive building-skin components as context-aware nodes in an extended cyber-physical network,2016 IEEE 3rd World Forum on Internet of Things Wf Iot 2016,Conference Paper,include,ieee,ok,1173,"This paper presents an adaptive building-skin system that attempts to establish the foundations for an intuitive and responsive interface between interior and exterior spaces with respect to environmental, thermal, acoustic, and user-comfort considerations. It does this by enabling each of its components to act as individual, context-aware, sensor-actuator nodes capable of differentiated - yet correlated - actions, reactions, and interactions. The proposal situates the system within an intelligent environment whose ecosystem's operational scope subsumes yet extends beyond interior environments to include exterior domains via wearable devices. Accordingly, as the sensed data of any device is accessible across all devices in a topology of meshed nodes, the computationally processed behavior of any node is potentially informed by and informing of the status of individual and/or sets of other nodes. In this manner, the building-skin is not construed as a mere envelope, but rather as a system comprised of agents that, in conjunction with all other embedded, ambulant, or wearable agents, actively promote the well-being, comfort, and spatial experience of users."
2-s2.0-85048216619,,,Machine learning integration for adaptive building envelopes,Acadia 2016 Posthuman Frontiers Data Designers and Cognitive Machines Proceedings of the 36th Annual Conference of the Association for Computer Aided Design in Architecture,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-84986880469,,,Prismatic glazings for façade envelopes,Cesb 2016 Central Europe Towards Sustainable Building 2016 Innovations for Sustainable Future,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-85011266617,10.12989/eas.2016.11.6.983,10.12989/eas.2016.11.6.983,Evaluation of the effect of smart façade systems in reducing dynamic response of structures subjected to seismic loads,Earthquake and Structures,Article,uncertain,other,missing,0,
2-s2.0-84992422423,10.1016/j.proeng.2016.08.031,10.1016/j.proeng.2016.08.031,Kinetic Roof Structure: Msheireb Heart of Doha,Procedia Engineering,Conference Paper,include,elsevier,ok,342,"Barahat Al Nouq is the central square of the heart of Doha, capital of Qatar. Following traditional Arabic architecture, the new roof construction is reinterpreting ancient building elements which already functioned adaptive and responding. This is also the case with the new retractable roof with its movable membrane covered shading panels."
2-s2.0-85018960635,,10.1016/j.proeng.2016.08.031,Kinetic roof structure: Msheireb heart of Doha,IABSE Congress Stockholm 2016 Challenges in Design and Construction of an Innovative and Sustainable Built Environment,Conference Paper,include,elsevier,ok,342,"Barahat Al Nouq is the central square of the heart of Doha, capital of Qatar. Following traditional Arabic architecture, the new roof construction is reinterpreting ancient building elements which already functioned adaptive and responding. This is also the case with the new retractable roof with its movable membrane covered shading panels."
2-s2.0-85010991418,,,Wooden bilayers for innovative climate adaptive shading and tracking systems,Wcte 2016 World Conference on Timber Engineering,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-85006077950,10.1016/j.egypro.2016.06.261,10.1016/j.egypro.2016.06.261,S.M.O Solution: An Innovative Design Approach to Optimize the Output of BIPV Systems Located in Dense Urban Environments,Energy Procedia,Conference Paper,uncertain,elsevier,ok,917,"BIPV technologies applied to façades are strongly affected by complex and dynamic shadings especially when located in dense urban environments. In this case, the shading effects need to be evaluated in detail in order to properly estimate the energy yield and optimise the energy harvest of such PV systems.The S.M.O (String Matching Optimisation) solution represents a new approach, entirely based on open-source software, which allows a very accurate study of the shading effects on façades and the investigation of electrical behaviour of BIPV strings under complex irradiation patterns. This solution has been validated with a real pilot BIPV façade located in southern Switzerland and the model was simulated on other theoretical PV façades with different levels of complexity. The presented method allows an accurate evaluation and optimisation of the energy yield of BIPV facades in complex urban environments."
2-s2.0-85053830714,,,New developments in dynamic glass: Towards a new era in sustainable construction,Challenging Glass Conference Proceedings Challenging Glass 5 Conference on Architectural and Structural Applications of Glass Cgc 2016,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-85006410982,10.1016/j.egypro.2016.09.173,10.1016/j.egypro.2016.09.173,Study of Natural Ventilation in wind Tunnels and Influence of the Position of Ventilation Modules and Types of Grids on a Modular Façade System,Energy Procedia,Conference Paper,uncertain,elsevier,ok,1644,"Natural ventilation requires no energy consumption, which can constitute 25% of a mechanically ventilated building, and both shape and position of inlets and outlets ventilation openings must be properly designed for better natural ventilation performance. Wind tunnel tests are a reliable tool for the determination of the effect of natural ventilation on buildings. This paper reports on results of wind tunnel tests conducted for the evaluation of the influence of the positioning and type of grid of ventilation modules on a façade system. Three ventilation modules were positioned below the window-sill (ventilated window-sill) and three were positioned above and below the façade. Ventilation modules with grid elements positioned vertically and horizontally were tested. Wind speed measurements that considered single-sided and cross ventilation were taken inside and outside the model for the different façade configurations for the evaluation of the best performance in relation to natural ventilation. The façade system proposed is movable and interchangeable, so that the same basic model can be used for the testing of possibilities for ventilation. The results show the use of six ventilation modules positioned below the window-sill and that form a ""ventilated window-sill"" with a horizontal grid is the best solution regarding natural ventilation. Such a configuration has proved the grid elements of ventilation modules exert a higher influence on the results than the positioning of modules on the façade. Therefore, better conditions of natural ventilation were obtained with a thin and horizontal positioning of the elements."
2-s2.0-84979578586,10.1016/j.proeng.2016.06.384,10.1016/j.proeng.2016.06.384,Thermal Environment Dynamic Simulation of Double Skin Façade with Middle Shading Device in Summer,Procedia Engineering,Conference Paper,uncertain,elsevier,ok,716,"Double-skin facade (DSF) can be thermal insulation either in summer or winter. While building shading devices can reduce the solar radiation heat gain through windows effectively, save building energy consumption and improve indoor thermal environment quality in summer. Based on the dynamic simulation of the indoor environment, this paper puts the blinds inside the intermediate cavity, simulates the effect of different locations and inclinations, analysis their influence on ventilation effect, intermediate cavity temperature and indoor temperature. And finally, a relatively optimal design and utility plan is summarized to provide some references for middle shading device design and evaluation of this field."
2-s2.0-84991069386,10.3844/ajeassp.2016.505.519,10.3844/ajeassp.2016.505.519,Investigating the dynamic thermal behavior of building envelope in summer conditions by means of in-field continuous monitoring,American Journal of Engineering and Applied Sciences,Article,uncertain,other,ok,1234,"The effect of dynamic properties of building opaque envelope in summer conditions is investigated by means of an extensive continuous monitoring of a dedicated experimental field. Two test-buildings, a weather station and two microclimate stations positioned in each test-building represent the experimental field. The prototype buildings have been specifically designed to present the same stationary envelope properties, but different construction techniques and materials, therefore behaving differently in real dynamic conditions. Building upon a previous study by the authors, also in summer conditions, the main results of this research show a non-negligible difference of the dynamic hygro-thermal behavior of the two Test-Rooms. Significant differences in terms of indoor air temperature, envelope surface indoor/outdoor temperatures and indoor air humidity are detected, due to the difference in the dynamic envelope properties of the two Test-Rooms, i.e., thermal mass, solar reflectance of the external skin and transpiration capability. Also, the overall discrepancy is detected to be higher in summer than in winter conditions, given the higher influence of the outdoor weather forcing boundaries such as solar radiation."
2-s2.0-84986889098,,,Dynamic thermal performance of the conventional and alterative building envelope materials,Cesb 2016 Central Europe Towards Sustainable Building 2016 Innovations for Sustainable Future,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-84994591823,,,The glass walls of the Brazilian palace of Congress,Proceedings of the 14th International Docomomo Conference Adaptive Reuse the Modern Movement Towards the Future,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-85053668997,,,Field demonstration of superior performance of advanced building envelope technologies,Thermal Performance of the Exterior Envelopes of Whole Buildings,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-85127753607,,10.52842/conf.ecaade.2016.1.213,Magnet-based Interactive Kinetic Bricks,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,include,other,missing,0,
2-s2.0-85015661313,10.1109/EDPC.2016.7851338,10.1109/edpc.2016.7851338,Concept for a virtual process data linkage of assembly stations and a dynamic envelope curve for process monitoring,2016 6th International Electric Drives Production Conference Edpc 2016 Proceedings,Conference Paper,uncertain,ieee,ok,1655,"Industrial manufacturing and assembly aim to realize a wide range of product variance at high quality standards. [7] The fabrication processes are commonly organized as workshop production or chained production systems, besides standalone machines. [3][4] A lot of process data is generated by every single machine, yet it is hardly used for process optimization. Depending on the manufacturing IT, process data of series production is stored within databases optimized for traceability, whereas standalone machines and machines within workshop production are usually not connected to a common database. The required process data is either stored on the assembly machine itself or inside a local database. [9] The identification of interdependences of each single assembly process and the quality of the finished good is necessary for advanced optimization. Due to the decentralized process data storage, data mining analysis is taking a huge amount of time to find and prepare the process and quality data, especially in workshop production. To enable process monitoring and holistic optimization based on data mining methods in workshop production, a methodology is required to extract, transform and store process data like pressing curves and quality data. Therefore, this paper provides a concept for a virtual process data linkage of assembly stations to enable data mining inside workshop production, which is also able to cope with chained production systems and standalone machines. For further analysis of interdependencies of assembly presses, a dynamic envelope curve is developed for advanced monitoring and optimization as novel methodology."
2-s2.0-84992397202,10.1016/j.proeng.2016.08.040,10.1016/j.proeng.2016.08.040,Performance Analyses of the D'aDif Pavilion,Procedia Engineering,Conference Paper,uncertain,elsevier,ok,1743,"All over the world, during the past as well as today, different kinds of buildings in different climate zones use the envelope, and in particular way the cover, to operate on the inner thermal and visual comfort. Vernacular tradition shows that textile skins allow creating adaptive envelopes that integrate principles of active control. This paper presents the results of the optimization design process of an adaptive umbrella configured in a double covering system for a small temporal pavilion. The pavilion is characterized by a small inner space with changeable dimensions and an adaptive enclosure. Materials like coated fabrics as well as lightweight structures like aluminum frames are combined together and used in an innovative architectural solution. Due to the transient nature of the analyzed building, the great challenge is to guarantee an adequate level of inner thermal comfort all over the year and in different climate zones and conditions. The research starts from the assumption that membranes combined with lightweight structures provide some special properties to temporal small buildings, like easy transportability and installation. The umbrella, used in a double roof consisting of three different textile layers, define an active responsive covering directly controlled by users in order to obtain shading and air flow permeability depending on the seasons and the environmental conditions. The computerized analysis has been carried out by means of the software package Energy Plus which allowed the simulation of a wide range of alternatives for the external envelope (cover, materials, layers, air gaps etc.) and the comparison of the performance in several climatic conditions to respond to user's requirements."
2-s2.0-84973577793,,,Breathing skins for wind modulation through morphology : Toward integrating turbulence studies within tectonic scale for design of façade components,Caadria 2016 21st International Conference on Computer Aided Architectural Design Research in Asia Living Systems and Micro Utopias Towards Continuous Designing,Conference Paper,include,no_doi,missing,0,
2-s2.0-84947240752,10.1061/(ASCE)EY.1943-7897.0000225,10.1061/(asce)ey.1943-7897.0000225,Dynamic Commercial Façades versus Traditional Construction: Energy Performance and Comparative Analysis,Journal of Energy Engineering,Article,uncertain,asce,ok,192,"Driven by architectural trends and the need to maximize daylight, commercial building façades have become more transparent. High-performance façades include spectrally selective glazing sys..."
2-s2.0-84947982808,10.1016/j.solener.2015.11.003,10.1016/j.solener.2015.11.003,Integrated control of dynamic facades and distributed energy resources for energy cost minimization in commercial buildings,Solar Energy,Article,uncertain,elsevier,ok,1811,"Controllable window, shading, and daylighting technologies provide an interesting opportunity to manage end use demands on distributed energy resources (DER) in ways that both complements the peak output profile of solar photovoltaic (PV) electricity generation and counteracts the peak demands on the utility grid produced by daytime commercial activities. The objective of this study is to explore whether dynamic facade technologies can play an enabling role in supporting a desired level of electricity service at either minimum operating cost or minimum carbon footprint through optimized integrated control with distributed energy resources. A proof-of-concept control system was developed by approximating non-linearities as piecewise-linear and determining the control state of both the demand and supply side components through global optimization. Annual simulations of a south-facing office zone with switchable electrochromic windows, solar photovoltaic electricity generation, and battery storage indicated that with optimized integrated demand–supply side controls, the utility grid load profile could be lowered to nearly zero demand (5 W/m2) during the daytime when energy costs are highest. A full-scale outdoor field test in Berkeley, California verified this performance, demonstrating that during a week of sunny winter weather, electricity bills could be reduced by 63% compared to heuristic control of electrochromic windows without the photovoltaics and electrical storage. In both the simulated and measured cases, the photovoltaic system was sized to meet the peak perimeter zone load and the electrical storage was sized to be fully discharged by the end of the peak day. Technical and market challenges for achieving reliable optimal control for widespread applications are discussed."
2-s2.0-84940670082,10.1016/j.conbuildmat.2015.08.136,10.1016/j.conbuildmat.2015.08.136,Hygromorphic materials for sustainable responsive architecture,Construction and Building Materials,Article,include,elsevier,ok,864,"Contemporary smart building systems typically aim to reduce building energy use by means of technologically enabled climate-responsiveness; however, these technologies lack the efficiency and elegance of naturally responsive mechanisms employing the inherent properties of available materials, such as the moisture-induced opening and closing of conifer cones. This mechanism can be replicated to produce low-tech low-cost hygromorphic (moisture-sensitive) materials with the response driven by shrinkage and swelling wood. This paper explores the possibility of adaptive building systems based on incorporation of hygromorphic materials and argues that they present opportunities for architecture that is passively attuned to the variable natural rhythms of the internal and external environments, and that addresses a wide range of sustainability considerations."
2-s2.0-84962619718,10.1016/j.egypro.2015.11.210,10.1016/j.egypro.2015.11.210,"Dynamic facades, the smart way of meeting the energy requirements",Energy Procedia,Conference Paper,uncertain,elsevier,ok,1036,"The paper describes an innovative dynamic façade system, developed in cooperation between two industrial companies, the Danish Building Research Institute and Aalborg University, Denmark. The system, named Energy Frames, is a newly developed industrially produced façade system based on the experiences of a number of specially designed solutions for significant individual buildings all over the world. Energy Frames is a modular framework-based façade system that snaps on the outside of the window frames. The frames can be moved horizontally or vertically in front of the window and is suitable for both new and existing buildings, solving the fundamental functions of the façade: solar shading, daylighting control, dynamic façade U-value, natural ventilation, and noise reduction.Through the use of thermal building simulation tools as well as full scale measurement of the façade system, the energy saving potential is investigated showing the benefits and the challenges of working with dynamic façades in research and practice."
2-s2.0-84962598356,10.1016/j.egypro.2015.11.302,10.1016/j.egypro.2015.11.302,A simulation framework for the evaluation of next generation Responsive Building Envelope technologies,Energy Procedia,Conference Paper,uncertain,elsevier,ok,1366,"The development of responsive/dynamic building envelope technologies, adapting to transient external and internal boundary conditions, is considered a crucial step towards the achievement of the ZEB target. Current building energy simulation tools only include models for established responsive technologies, and the controls of either the HVAC system or active technologies is still based on rule based control. Therefore there is a limited capability of evaluating the full potential of state-of-the-art and more innovative responsive building envelope technologies, and to design optimal controls for integration with building services. This paper presents a simulation framework for the evaluation of dynamic building envelope technologies and controls. The tool developed is based on an inverse method, by which the required time series of thermo-optical properties of a building envelope element can be identified on the basis of a required level of performance (i.e. energy and/or comfort requirements). This relies on a building energy simulation software (EnergyPlus), coupled with an optimisation and a control software. The capabilities of the tool are demonstrated by means of a case study, optimizing the control strategy and the thermo- optical properties of state-of-the-art and innovative electro-chromic smart glazing, for a typical enclosed office."
2-s2.0-84962553287,10.1016/j.egypro.2015.11.675,10.1016/j.egypro.2015.11.675,Lighting and energy performance of an adaptive shading and daylighting system for arid climates,Energy Procedia,Conference Paper,uncertain,elsevier,ok,658,"Finding the proper trade-off between blocking direct sunlight, ensuring sufficient indoor daylighting and view out is a particularly delicate task especially in arid climates, due to harsh environmental conditions. As a tentative answer to this challenge, an adaptive shading and daylighting system (Shape Variable Mashrabiya – SVM) has been developed by the authors, described in an earlier paper. In this paper, we analyze how the SVM may affect annual lighting and global primary energy performance of an office building in Abu Dhabi: the SVM was applied to east and west façades and compared to external Venetian blinds, reflective and selective glazing."
2-s2.0-84962562998,10.1016/j.egypro.2015.11.138,10.1016/j.egypro.2015.11.138,Daylighting and energy analysis of multi-sectional facades,Energy Procedia,Conference Paper,uncertain,elsevier,ok,1157,"Previous studies on dynamic facades have focused on a single type of section/shading, investigating its properties or control in order to improve comfort or reduce energy use for lighting and air-conditioning. Multi-sectional dynamic façade concepts are able to balance daylight provision and energy use reduction versus maintaining comfort levels. However, the overall potential of such systems needs to be investigated in an integrated manner. A typical multi-sectional facade consists of a top section, representing the non-viewing (daylighting) part, a main middle (viewing) section and a spandrel section. The top section can transmit daylight deeper into the space and the middle section should provide direct outside view (or privacy) and protect from glare and sunlight. The two sections may have different areas, glazing properties, and shading types and control options. This paper investigates the concept and quantifies the impact of combinations of solar protection and light redirecting devices. The analysis includes two climates and two orientations to serve as a preliminary study to assist in design guidelines for multi-sectional façades."
2-s2.0-84962500327,10.1016/j.egypro.2015.11.125,10.1016/j.egypro.2015.11.125,Experimental analysis of an external dynamic solar shading integrating PCMs: First results,Energy Procedia,Conference Paper,uncertain,elsevier,ok,624,"This paper presents the first results of an experimental analysis on dynamic translucent solar shadings with PCM, aimed at demonstrating its potential on reducing internal solar heat gains. The study is focused on the assessment of the thermal performance of the prototype panel during the solid phase of the PCM through an experimental campaign in a test cell facility. The total daily solar heat gains were reduced by more than 50% compared to the non-shaded reference triple glazing unit and the internal surface temperature of the glazing decreased of more than 6 °C during the maximum external incident solar radiation."
